genesymbols	Plasmablasts	Naive_CD4_T_cells	Cycling_TNK	Classical_monocytes	Platelets	Degranulating_neutrophils	Memory_CD4_T_cells	IL1R2+_immature_neutrophils	B_cells	Mast_cells/eosiniophils	Mature_neutrophils	HSPCs	Naive_CD8_T_cells	NK cells	CD8_T_cells	S100A8-9_hi_neutrophils	Eosinophils	PADI4+_immature_neutrophils	Non-classical_monocytes	MPO+_immature_neutrophils_or_progenitors	Cycling_neutrophil_progenitors	cDCs	pDCs
COX6A1P2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COX6B1	428.638867190313	220.613491331734	423.151850493817	294.586110191101	197.268262035902	252.852851418983	249.494741612138	239.764806476521	207.301880724481	228.134269241481	203.92029539404	252.634334591087	197.392845839689	243.203751477936	210.228291542666	190.826043600028	230.126603786234	195.839822689734	330.577020239278	330.651635188103	243.766746309247	307.457884016761	263.930944049736
COX6B1P1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COX6B2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COX6C	580.078772815953	434.703262286204	783.849519536666	289.177866526512	138.575000640165	39.8473914513362	440.180077271301	90.25529926578	237.043890996248	518.381290796122	1	386.901009261228	474.576391482463	433.807451391958	385.745593093456	1	304.216330613539	158.413635777353	284.537661811552	225.242326540626	87.9369856397465	392.722600803354	403.859584700192
COX7A2	238.799078679872	73.67109736463	138.056065709113	83.9944434092495	57.4839494676499	64.914262133644	115.816435134668	95.2048207233147	67.4567209225955	65.8989980064553	43.2355270566458	79.9656627367641	79.7231884351405	95.9835840668803	104.725373293905	28.9197086783481	71.1866943691771	91.2129072208967	82.3461921215961	102.167164450785	108.956709950201	113.872847182919	113.594507087373
COX7A2L	87.6432072108537	102.663345171411	155.374048486552	123.839251704251	77.06895576357	53.8825815945578	155.484603965749	189.080391182695	107.860294608285	103.936982771969	41.7506828719689	149.307013569806	118.152388691219	173.130335041916	141.018697671102	48.9560528232637	139.240282864049	353.165345038527	108.694040657011	277.000363597508	129.281072889927	143.135503464266	163.770107610474
COX7A2P2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COX7B	128.143937595086	50.6262019930861	123.272540096061	87.1825969806438	31.2608249165738	35.3956087900398	72.1728537201894	75.9823973770719	31.7338284285467	73.4695608122507	31.2211117129303	48.6602284519947	33.3855882190635	61.7905900886397	54.8831750991666	22.449124216645	1	63.893347166188	105.04070728512	82.2650058834964	61.0453948933968	123.09270580584	59.9302700033804
COX7C	388.065282629378	503.04705473577	409.22339730867	319.007761555067	65.4510193877382	36.0314480989103	400.502640560848	117.403579312237	348.726818167155	172.669508137104	1	310.114761635588	457.338747755503	260.649546264352	375.662515151492	21.7993012902499	245.790591242235	149.562655858487	314.455196709586	221.588223792708	126.62357228381	415.030715863137	426.89028804447
COX7CP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COX8A	227.046497193284	107.898443772429	520.392632491556	237.877765529079	55.0713501052504	69.3254576983327	108.466390203903	154.237057443276	110.987007462411	209.893054442103	65.3359040028209	67.7728597201364	97.7272357971271	184.539667478107	189.817196331624	69.7699363705896	235.718142433651	161.963422530188	212.243333251158	390.363779286729	219.032346002305	285.143616718852	115.410972633648
CP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPA3	1	1	1	1	1	1	1	1	1	1892.1648017157	1	65.4430897082494	1	1	1	1	1	1	1	1	1	1	1
CPA5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPAMD8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPB2.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPD	22.5397903416227	25.934447992733	70.1178177681814	154.784964806602	62.8707664647067	367.541629875019	20.8012053389367	216.719661655148	1	24.8579054361285	266.978032196781	38.3796314362693	21.48239648306	102.342984452803	78.6531153917565	338.918589874227	130.436077365128	50.2973219798888	41.2137547868452	43.0583549760761	357.540990961896	41.2566547896272	1
CPE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPEB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPEB2	1	1	1	17.506064636507	27.6177381730587	56.7782071227721	1	1	1	72.9004960410894	61.9348755920202	17.6871920287199	1	1	1	26.6576776497918	1	26.6059060451792	18.156040850498	22.9442478126649	23.1794364923654	11.8248439734107	1
CPEB2.DT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPEB3	10.7625403753576	1	1	21.5967479377874	1	1	1	22.6792834033614	15.2125350801749	38.2687514742573	1	1	1	1	1	1	1	1	15.9459030929899	1	1	11.1661833823894	1
CPEB4	211.795828266089	1	33.030521004171	91.6468241140647	314.901749746788	260.63634767647	33.401563171186	306.768529206364	41.8873365145882	47.1818090944416	225.482134974563	1	1	1	47.1642288411718	308.703490307479	94.1677077559412	236.031686580936	74.6426954683844	104.119596389172	210.062455049999	47.5130987942584	24.566008389499
CPED1	1	1	1	1	1	1	1	1	1	1	1	36.3895242308718	1	1	1	1	1	1	1	1	1	55.9791093346242	54.645190708653
CPLANE1	1	1	20.8803309648601	1	1	1	29.6750341019559	1	1	1	1	41.7089308728974	1	38.0084263053354	21.0690073445275	1	1	1	1	1	1	1	18.9979977598126
CPLANE2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPLX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPLX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPLX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPM	1	1	1	116.427533636966	1	1	1	1	1	1	1	1	1	1	1	1	1	1	109.578471825824	20.3666009040342	1	49.7740877983757	1
CPNE1	78.2417082386636	110.092365472103	100.113288764539	59.9478213787524	141.136964953911	113.453648251888	86.6557529640762	129.899380125321	146.367569041335	124.277074125573	86.7351273252083	111.409854546031	166.332772826913	155.356879698792	156.198128638331	168.44838892937	212.211949782561	143.403819755165	93.6423587097377	156.780660127514	57.4319010149676	65.2173774150965	105.599146242955
CPNE2	1	1	1	41.705528985439	1	66.6046905455526	1	44.8145292704427	1	1	1	11.6532794942869	26.4869598772474	1	1	28.9126506374716	1	225.056145763368	1	199.009608312198	57.00620653471	10.764258723384	1
CPNE3	134.862281222813	84.0500616844376	118.030384977393	148.393145693406	41.5944781673896	102.155594775447	86.5738672407509	265.091092402048	88.6307674582279	1	92.2845581268028	163.449138734608	46.5500572999154	97.766664075916	98.4213793021574	122.721746713454	73.7706700056098	1492.13867423465	124.806271066007	723.571876287606	75.821100811973	296.161784650731	241.059603468414
CPNE4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPNE5	324.48396989665	1	1	1	156.424601036747	1	1	77.456987094577	200.575295622928	1	1	1	1	1	1	1	1	1	1	1	39.2225736306952	1	1
CPNE6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPNE7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPNE8	1	1	1	45.2087016867416	1	1	1	1	1	1	1	14.047831212138	1	1	1	1	1	1	22.5547207618273	1	1	16.4167347815781	1
CPNE8.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPNE9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPOX	14.5379201630567	1	30.5679700861375	10.5574711269024	1	1	1	1	1	1	1	8.19727519600099	1	1	1	1	1	1	1	10.9263162720189	1	16.5787327313108	1
CPPED1	10.6378441452503	1	25.6695442186649	357.063997003181	189.002324700473	565.881038992901	1	122.537513143706	1	141.023515853135	831.553108003071	108.810831364525	1	1	1	527.756963208696	119.25900540496	87.8001979250034	350.965469979986	34.679527540187	246.548657446184	227.694073821343	114.046388328553
CPQ	1	1	20.3981985390491	75.9263216108926	105.57450299971	117.794279163482	1	45.2835175260967	1	1	102.604211957267	1	1	32.3569205365221	1	101.719931657447	1	25.6909350167357	59.1899905200316	20.3949009589015	36.8759240490984	47.690600435572	24.2344821557541
CPS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPSF1	49.6897736327985	27.2415060801229	63.6223263531597	17.1660981737311	1	1	28.9135014492566	1	1	1	1	25.8808612758165	30.3346057836535	1	27.4118051548593	1	1	16.8372975554116	39.8744930882637	21.1022749659457	26.6631915449223	1	54.9094108395279
CPSF2	64.1291666630507	49.6693373259391	131.091218506412	106.022305089956	35.6766826374248	67.200340811319	56.8983439669349	61.2497909933574	50.4939403837201	1	41.2886998797854	108.123725146629	66.0112224683454	126.533480790911	75.0494428574164	67.8513826387167	105.088139643996	64.2938291593178	82.7401841045525	90.927134962824	108.21425708983	131.268200959577	57.9969961323248
CPSF3	62.4920826135446	28.8308863492585	64.2175510649588	29.0557271422886	1	1	22.1100579570836	21.7720586277869	22.8433109647057	1	1	47.171071540883	22.175084242653	24.8258452146255	23.2213106896204	1	78.2628237725506	1	38.0211251673558	44.4310428003988	30.6760774800903	40.5429911816769	18.9018976011457
CPSF4	28.2393063079429	25.7272168298046	43.8770777870023	1	1	1	45.4033095555213	1	31.7595953142677	1	1	27.3649097688774	33.8033775259102	27.8406279823829	1	1	1	1	24.5487324873784	23.1642812238754	1	25.5043809059269	1
CPSF6	38.8385236664471	56.4815906018066	57.7997652405999	41.0095043485128	1	1	143.541261772299	1	92.8831930315436	1	1	133.220927006781	64.7337630191991	77.8104991747207	66.8175236047009	1	1	27.3150950844997	21.7061069773146	68.136332678669	22.036603629894	52.5969311134571	54.645190708653
CPSF7	38.8498248176463	71.4041776822868	74.2806649929668	47.2447823230493	27.8064538353162	36.7678610841749	55.4465735262441	85.2881778788436	89.0150849131784	50.7825795703553	73.1246047351868	80.5754564158326	52.1524361903382	34.1142784626204	71.8484154066858	48.6411407109212	65.3246734558331	54.6776796602702	59.2646819970747	90.6230613063019	63.0703920417724	36.8546497695508	69.7065451383131
CPT1A	45.2604840941898	81.1270035896494	162.672021750035	143.172718044354	164.155876884334	54.8697916659152	101.745846281051	58.1854108875441	91.9755336546091	59.8598332977012	1	175.595779274912	105.110508390162	252.340826206888	141.550855757376	61.8233501722886	291.069675840103	29.7538683535929	157.010712940037	96.3673995945264	88.2122628502843	132.77475031852	195.66714148992
CPT1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPT1C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPT2	18.3789186745271	1	24.6523941011179	24.2133785662524	1	1	1	25.9725812609199	37.0685616473629	61.3544915357193	1	8.81171191614055	24.0200906913827	1	1	1	1	18.6701351509493	37.4297355042492	48.7715932490204	31.4980271304526	55.915738559327	1
CPTP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPVL	1	1	1	571.929594311291	1	1	1	1	1	1	1	25.33243945228	1	1	1	1	1	1	255.32623938709	1	1	839.954576875169	36.9959955196253
CPXM1	1	1	1	1	1	1	1	1	1	1	1	39.6081718161784	1	1	1	1	1	1	1	1	1	1	1
CPXM2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CR1	8.31986632345117	1	1	214.9136734448	269.015549470035	799.763979634788	18.2416211415052	1006.00012601509	87.4318887818368	819.018777609322	527.479580845894	16.0807530175045	1	1	1	995.708863741878	625.738407253298	142.041963856867	78.3469874442254	24.4637773233507	1158.90623001213	15.6210760204451	1
CR1L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CR2	1	1	1	1	1	1	1	1	37.5978102392297	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CR381653.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CR381670.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CR383656.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CR391992.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CR786580.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRABP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRACD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRACR2A	8.70593407332986	29.1084350438151	19.0869027301753	14.7148423966653	1	1	20.5506234604496	1	1	1	1	11.1635264824928	1	21.5361714888321	1	1	1	17.6202029770584	1	16.2632718751183	20.4649864572921	1	1
CRACR2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13.0838121694413	1	1	1	1	1
CRADD	1	1	15.4198122315931	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22.4757184568717	1	15.0410924264473	18.6334173025389	1	1
CRAMP1	14.6637431680695	24.457876577575	36.4656222633206	16.0539867781975	1	1	1	1	1	1	1	55.0660196006578	30.9141467513619	50.9981401597375	17.0774183615343	1	1	1	21.1801074255695	1	1	16.4470921177045	72.8958947444101
CRAT	1	1	13.5264657589928	15.4222880268379	93.5057220408758	1	1	1	1	1	1	11.8581552540496	1	1	1	1	1	1	1	14.8941038219338	14.999585003558	1	1
CRB2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRB3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRBN	25.7111267819903	82.615557992082	73.6521916865174	56.8846135353165	151.822355132987	22.1680233696652	117.632840357395	114.343137281687	89.0995879854377	228.128180865187	1	178.676136415734	123.255378662424	136.839099311513	146.162675084352	79.9102045337892	164.511971164446	76.8906515726037	63.3788460122021	37.4444522160441	100.247061324342	71.896240930646	124.571203380895
CRCP	10.0565580845034	19.0154368322418	1	22.7775149158832	1	1	1	1	1	1	1	27.6516051924203	21.2315933885038	1	26.1823589489037	1	1	18.2012283436225	16.4917659166892	16.9962419585278	22.534034036563	19.8194964864363	54.9237628571067
CREB1	30.3736832617064	91.537853761171	64.8698230023143	52.2675559957556	45.7997419326987	103.539959342451	63.3241834432437	46.784302953009	86.1216666173552	183.224837638895	122.249179275754	71.4340198413473	80.7466780583955	128.338490995174	66.7190258522567	93.9376556111183	1	45.3538105633006	64.1101248749538	42.4756539726953	76.3894638846766	103.54022987055	108.290381417306
CREB3	35.8444220159335	1	15.3219524922458	12.5493885406746	1	1	32.1051732534143	1	1	1	1	29.0100637573724	1	27.7516074698344	20.3751364449171	1	1	1	13.9693282302677	11.4198785192076	1	20.9091895181875	78.211199098152
CREB3L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CREB3L2	103.572552683786	1	32.9084943628759	18.0579896909178	22.1867128761118	1	28.425759970263	16.394783164476	1	46.1708707609311	1	47.0527222319036	16.6942877995694	81.2597497857085	25.7856074771604	1	1	22.217144028027	14.3409984290293	35.5733222635402	25.8310753361248	33.6899634833076	42.6905121318524
CREB3L3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CREB3L4	1	1	1	1	1	1	1	1	1	1	1	19.5913642703661	1	1	1	1	1	1	1	1	1	1	1
CREB5	1	1	12.0285343885291	256.310886403218	311.800441324376	999.653380122905	1	524.18947743669	1	1	996.006118770277	17.3568323603423	1	1	1	1038.73564905286	1	112.969573687003	51.1383769470589	23.4455148797297	409.439457822524	108.234552008079	1
CREBBP	41.2919347386491	98.3203039333101	63.4269847168033	111.209994489669	139.227232299571	245.621456022633	90.9128973698227	82.9868708839494	163.562375716825	248.283869117437	249.93002483494	49.5005139065559	97.686588994449	157.324106977965	121.413870188625	311.958902463772	61.5886504293756	107.459541080592	95.4923489395468	46.8774683751727	142.367505885229	88.5703318925567	42.0066373035387
CREBL2	34.0730800697748	41.0109053552878	24.3779159118592	45.105351962985	1	1	76.63363876266	15.0849295286188	27.2601153184005	33.9199028992785	1	19.4779139852605	38.3289342054057	37.0939905561826	24.1167053155554	1	1	1	115.611687978962	18.8907394263907	16.3770091272161	39.2963292100665	1
CREBRF	34.1613529459268	194.964633789402	51.3028547611135	118.126482823308	180.220364679995	386.827458607786	112.974828442526	113.942249483431	280.765097381	147.855499706348	465.913788332441	55.6729588824943	182.706367871399	204.524693860444	90.6016033846434	310.011369031695	150.845758356256	66.559576521215	100.015337222104	33.2039425263875	122.392096401145	52.7614281574809	115.972509812734
CREBZF	35.5385257452629	53.7487779925299	55.7302330894312	12.5447133950829	1	1	63.300013635448	1	94.8595802241035	1	1	47.4648377824232	62.6731086489473	51.0778593121505	89.8814633582963	1	1	1	22.7276574454291	44.2224689721352	20.2561539431697	32.1248095542162	134.063829767038
CREG1	26.4817202768657	55.2329815458446	26.3836168851889	326.176432164533	107.22921842877	55.3389436468639	18.1971125538684	30.1617430721368	1	81.3463869049421	66.6117794762394	216.170849248226	38.7436189249849	30.5590316579884	1	65.1537767750061	104.042051837338	93.6840738291839	171.568083665957	201.620293520448	122.272908789659	221.512563369964	1
CREG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRELD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRELD2	290.216460484443	18.0868339182511	52.7560805474919	14.8175569579064	1	1	35.8104427908684	1	37.8881768789133	1	1	6.69824248191341	27.0920200522605	67.8561184860656	23.248655524473	1	1	1	23.4147281959927	33.9954834260126	13.3678739336791	36.8493337002397	72.6295871575061
CREM	9.82621267277743	1	45.5993158670231	11.7936269783209	1	1	19.4179092912266	1	25.8897893603977	1	1	17.6467355584163	1	97.9195899861473	33.6973735757393	1	1	16.1560082871098	9.83148861399265	9.73820505788041	20.0161573842316	16.7641667724479	90.6342971437309
CRHBP	1	1	1	1	1	1	1	1	1	1	1	69.4314416297734	1	1	1	1	1	1	1	1	1	1	1
CRIM1	1	1	1	1	1	1	1	1	1	58.4776392741414	1	18.8693271944787	1	41.4070966548231	19.312499864072	1	1	1	1	1	1	1	52.3924222068141
CRIP1	40.5506592739593	1	39.104899341787	1	1	1	45.1981057642131	1	1	1	1	1	1	23.0399962746204	27.8353775583298	1	145.92182839803	1	1	1	1	13.5288312101105	1
CRIP2	1	81.138579871459	16.7240190672084	1	1	1	69.4039132966646	1	1	1	1	8.19631852294704	25.0316046962898	1	1	1	1	1	1	1	1	1	1
CRIP3	1	1	1	1	1	1	1	1	19.8238210318399	1	1	1	1	1	1	1	1	1	1	1	1	32.2462753214656	1
CRIPT	34.1221913643968	1	28.2927231725742	24.8171036637198	20.5983071664718	50.8932062271543	37.3045314397999	35.1132369305883	25.1747570676661	32.5522940731278	1	46.7724259690098	25.4544106021295	28.6025451613461	27.0466759602347	1	1	28.1852144874099	17.401165351003	31.1573324383265	37.2260829300191	27.582186223507	30.8780990479103
CRISP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.6964094356117	1	1	1	1	1
CRISP3	1	1	1	1	1	1	1	130.931609365833	1	1	1	1	1	1	1	1	1	1807.18171083605	1	151.686609682372	52.4998452054849	1	1
CRISPLD1	1	1	1	1	1	1	1	1	1	1	1	21.5136401399915	1	1	1	1	1	1	1	1	1	1	1
CRISPLD2	1	1	1	161.077897145809	136.995918044899	517.792262480642	1	140.767895179743	1	161.755900578955	454.143330788585	1	1	1	1	395.996725202209	1	51.3050251900336	1	1	375.132905539861	28.0305756484636	1
CRK	47.0575361610065	42.2551682235308	18.1044130592291	50.463855932708	59.8969032049859	143.505444426821	22.8379900404891	52.4782766306094	38.9230703256667	110.040059225139	114.066253366177	22.512512927682	42.8660117501423	37.5293854137195	36.0177102547234	62.649161745872	1	17.0955040269066	55.3486583423934	28.1138276712251	49.1194920120428	53.7555107330138	1
CRKL	32.9956407738691	51.9419680797479	82.3784940839559	42.0358305598578	85.5946702767148	44.3530906393655	46.5332486366296	43.9942381080997	44.4331782884624	61.3826295772765	81.2881603036488	44.7591541745265	44.473779214467	84.2178204289768	85.9175273429636	62.1475946570287	1	41.916444714009	35.8411575445232	46.6182152439914	70.641843169706	43.020224713068	1
CRLF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRLF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRLF3	32.8174254889584	88.5143666045361	85.1633408198426	83.3839809523919	46.9503030067424	199.963095303572	82.1716910818394	103.522794694894	66.0486762360831	111.974915285338	144.785698955534	10.0504446207714	105.118873700818	97.4325682288668	86.9227274350026	79.2294035311553	103.843248041845	136.352525769244	82.5927356012978	64.6257529336673	86.3668529672095	70.0092563747444	52.3924222068141
CRLS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRNDE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRNKL1	50.4479236127957	1	36.1124319349955	34.8061513811482	30.8483199359545	41.9364093299611	1	37.4830882320591	31.4032228063318	44.1902956194834	83.8942510366197	28.5732797953309	1	51.1963528705958	60.7164328227993	1	1	34.9352240071683	25.7827026283219	1	37.2073095031979	27.0541643185882	43.004452471962
CROCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CROCCP2	23.6263588604207	44.3007330697338	23.7121424949657	18.325210248809	1	1	56.4843149657961	24.4871647522411	49.1584882376106	40.7485074109354	1	69.078926729849	92.340587387166	85.7801522237487	46.1147744735431	1	81.6745229550514	13.6329730181348	57.3427556494319	38.9201805877471	21.0916438551646	34.7568529255526	33.7863031678959
CROCCP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CROT	1	1	13.0722192245672	1	1	1	19.7791999732951	1	1	1	1	30.4357484749394	1	18.3466788039007	1	1	1	1	1	1	1	1	54.645190708653
CRPPA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRTAM	1	1	1	15.218698830024	1	1	1	1	1	1	1	1	87.2391732159435	1	81.3320428384786	1	1	1	33.1424694738968	1	1	19.3593346590169	1
CRTAP	45.3878280849489	89.4391400410253	60.2741441992646	276.542403129645	38.9290448173477	1	121.08012942482	1	62.4862737470415	64.9782591959895	1	79.4116619557752	58.4601819149235	52.187931966977	48.1404183548568	1	1	32.8333617464354	59.645467454423	130.646835415017	26.0582915372501	260.279483295771	33.7863031678959
CRTC1	11.7736791373793	1	1	10.9801277416471	1	1	1	1	1	1	1	1	41.7410030040851	37.816082661739	1	1	1	1	1	1	1	13.8666067100804	1
CRTC2	15.4983974178908	57.851861826973	22.3947233435577	29.8079996044281	1	28.0826904337297	21.9354041507275	19.1815481624696	33.446539818406	1	1	1	20.4439827825395	32.8961684456106	24.2340901722221	65.870256440897	1	1	28.2022707598247	15.4929164175174	1	11.9604730363386	42.0741835471543
CRTC3	42.0146817063423	130.511877450986	96.0474049981438	90.8141301199839	1	1	90.6075313541248	1	85.847507688669	147.908175231151	1	56.3887644431504	110.526474904489	82.4269381708204	39.4477831272281	1	96.7558138954562	12.6179168168366	9.72498934230244	1	22.1780647598431	31.2786793001785	69.4199375815898
CRTC3.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRY1	1	1	23.8443365452171	1	1	1	1	1	1	1	1	22.2157196551214	22.1993576249396	40.5378167598669	1	1	1	1	1	1	1	1	1
CRY2	10.5611418620819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRYBA4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRYBB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRYBB2P1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14.2641653612732	1	9.26197617057934	1
CRYBG1	17.9615044878269	134.36404348625	116.784378073863	141.007598102694	31.2274191941275	93.8534572074284	142.467057042561	128.850610017137	100.182394930202	57.3520595308767	78.3030440671601	6.70054990869414	91.7939653839456	76.2085409746912	171.932900263617	145.160599025339	1	110.835773245146	96.7907181200289	59.8795484734666	135.978753377647	158.696831374387	42.4679659962679
CRYBG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRYBG3	1	1	1	25.2556977861097	1	1	18.8619696573877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.15182785619	63.7406238812996
CRYGS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRYL1	1	1	15.7570369416373	17.3413778700155	32.8354741477283	1	20.6262518003602	1	29.5374721467945	1	1	10.1737160200435	1	18.4568538029155	1	1	1	1	1	1	1	16.0684839368505	1
CRYM	1	1	1	1	40.7774497939412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRYM.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRYZ	16.7115056241198	1	14.8304326767154	1	1	1	24.0406615076665	1	31.1548652926194	1	1	31.5700119993908	31.0051570435532	39.9366087206573	53.6458448168241	1	1	1	1	1	1	9.05645381573948	1
CRYZL1	1	28.3013664756086	16.8420343302776	20.5861365269263	1	1	16.7209145329525	1	39.7718329900718	1	1	70.1241762656805	34.1980541448397	1	38.4232228431493	1	1	23.9625773633305	1	15.4002925229416	11.8944074536693	22.8990225413215	1
CRYZL2P	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CS	175.093640359618	145.676794881858	200.344896761833	179.666978741327	58.7803167222105	72.3131515793022	116.476343319962	53.6237050033639	172.060880348344	103.697103349987	42.6929883172898	172.235313170602	112.22862006452	128.723676976546	91.9041552405697	25.0357564769038	550.261607856442	201.791042040796	147.739641033797	220.404787726612	71.1271318844008	204.711003755444	130.290319592774
CSAD	1	1	1	13.3013312895483	1	1	1	18.4512952356077	1	1	1	1	1	1	1	30.4752379615962	1	28.7332921627386	1	1	18.8805370480299	1	1
CSDE1	438.445108698624	490.562927826841	316.076098147442	410.888738985682	347.756663265502	253.572122678456	468.615304561731	151.598913446906	410.845799645902	509.164229606866	203.424803083696	461.01738941417	374.556943029865	377.274429797221	395.909940962468	225.131639019978	327.705627209375	185.008641668923	439.311288937836	162.414191239585	161.851957796019	467.795183030563	294.208736465644
CSE1L	32.5638328882631	37.8455208494829	53.7947415520665	17.1496143290694	1	1	33.0855209501908	1	38.7376253586814	1	1	41.9217640489755	19.5149181620852	58.0235638498041	1	1	1	1	16.2187304646869	69.8717496539994	26.0118441081079	25.042253736833	1
CSF1	1	1	1	1	1	1	1	22.073640044905	1	140.249367607075	1	29.0252915351281	1	1	1	1	189.551207896458	1	1	1	50.0265309138333	1	1
CSF1R	1	1	1	241.252484236544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	767.912528839251	1	1	191.488041543452	21.7339829981339
