NAME	Plasmablasts	Naive_CD4_T_cells	Cycling_TNK	Classical_monocytes	Platelets	Degranulating_neutrophils	Memory_CD4_T_cells	IL1R2+_immature_neutrophils	B_cells	Mast_cells/eosiniophils	Mature_neutrophils	HSPCs	Naive_CD8_T_cells	NK cells	CD8_T_cells	S100A8-9_hi_neutrophils	Eosinophils	PADI4+_immature_neutrophils	Non-classical_monocytes	MPO+_immature_neutrophils_or_progenitors	Cycling_neutrophil_progenitors	cDCs	pDCs
H2BC5	16.2511138105125	1	1	1	134.258450915519	36.0927134050672	1	116.781967946005	21.6887130864308	71.8734615872821	48.9828689489322	20.5580854718115	1	1	1	83.6187946863244	1	26.3358484070326	23.926629402902	1	56.4650850259129	10.1961014856532	15.7883054080833
H2BC8	33.5861857728575	1	1	1	102.721065272219	1	1	1	1	1	1	35.0368957481954	1	1	1	47.3494639622991	1	1	17.5533064683426	24.5139427994135	53.077009128803	1	15.7883054080833
H3C10	1	1	1	1	384.424115321378	1	1	22.6667689585736	1	1	1	1	1	1	1	1	1	1	1	1	33.9310770720977	1	1
H4C3	129.112491990844	35.9467304994225	434.789146756066	14.8801730517916	1	1	29.0223622445008	1	63.585522745141	50.3397975793569	1	94.5338741541849	40.8164077462153	51.2850862561611	40.0396905498943	1	94.7400895265167	13.8600188898148	1	302.045043153928	104.744031041183	20.133889180355	18.9018976011457
H4C8	16.0538146912904	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.9145364393041	1	1	1	1	1	1	1
HABP4	1	31.8817781345175	1	1	1	1	35.1829262583281	1	1	1	1	11.3903254473363	36.5329800542275	1	14.903682225136	1	1	1	1	1	1	1	1
HACD1	1	1	1	1	1	1	1	1	1	1	1	81.7042000572027	1	1	1	1	1	1	1	1	1	12.6827189346145	1
HACD3	44.1021419028475	43.151268826632	139.813470629482	17.0903455350715	1	1	55.2805524380859	1	39.8828335672147	1	1	116.8095931559	52.6470098654713	64.4702640886516	71.7485760284398	1	1	1	1	35.6308328599817	1	29.8502394411573	15.7883054080833
HACE1	1	1	1	1	1	1	1	1	1	1	1	16.8574058546229	1	1	1	1	1	1	22.1880958499834	1	11.639988099902	9.08931025830354	1
HADH	21.4752878038887	1	56.0622842915331	1	1	1	1	1	24.5992687571212	1	1	45.7538665407034	30.7456981505899	1	1	1	1	1	1	35.7974515095682	1	28.9334052386987	75.571181629002
HAL	1	1	1	47.2541367857964	61.9932671011384	86.6021381021531	1	1	1	105.44318389603	133.042333390616	1	1	1	1	173.741817116001	1	1	52.1479081644335	27.882149894662	40.0109856209149	8.23690838839291	1
HAPLN3	1	50.6990228833914	13.2115284693902	1	1	1	53.1998068087955	1	1	1	1	18.0124408865667	24.8319044647629	1	18.7539540476945	1	1	1	1	1	1	1	1
HAUS4	1	20.7058796155143	13.5784350190888	19.7715685201361	1	1	16.5931869774093	40.8656737626762	1	1	53.9977021749591	20.5503475171933	1	1	1	56.5310739469556	1	1	1	16.7167733346395	34.5744753079648	16.8579770460361	1
HAUS5	1	33.5498512551693	32.4693423968067	1	1	1	28.9349060881457	1	1	1	1	23.6711464868939	1	1	1	1	1	1	1	24.7106250107915	21.2443455109772	1	1
HAVCR2	1	1	75.1232718901327	34.1114439334951	1	1	1	1	1	1	1	1	1	93.4278970976231	1	1	1	1	34.3607951190631	1	1	67.343489583037	1
HBA1	1	1	1	1	125.608974061222	1	1	1	1	1	1	1	1	30.2709718528079	1	1	1	1	1	1	1	1	1
HBD	1	1	1	1	56.6453454599976	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HBG2	1	1	1	1	64.9854563029167	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HCAR2	1	1	1	1	46.6398786309458	88.4573062739184	1	1	1	1	98.7698341749199	1	1	1	1	62.6519456225953	1	1	1	1	24.4617809859556	1	1
HCAR3	1	1	1	1	47.2868468632889	157.758551389859	1	1	1	1	184.472961047514	1	1	1	1	102.34435512114	1	1	1	1	27.5813330421485	1	1
HCCS	15.7460860369926	1	24.6038627134589	30.1482067732241	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19.8959449553998	1	15.9847259127595	36.2149849574591	60.8334358927506
HCG27	1	1	1	13.1381941975143	1	85.7768136230738	1	52.0797329339645	1	1	132.032806255816	11.4831326608423	1	1	1	101.778699202808	1	20.849625448918	1	30.7843001571718	83.3816957119914	1	1
HCK	32.9369453114864	1	1	471.586653931825	321.965597644788	603.207856653228	1	676.022243834957	26.2697366821265	19.1199523506519	750.6423281238	27.4858503947838	1	1	1	836.951368821027	502.231847571359	358.21165789947	526.916287867485	204.000701969369	392.753585255894	263.38272405952	43.004452471962
HDAC10	9.2808614195172	1	1	19.5070950065547	1	1	19.7622096882835	1	1	1	1	16.6290797511407	1	20.033347094979	25.804483440019	1	166.800487924434	1	1	1	1	8.62826949079068	30.7185651876727
HDAC11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14.7045558126644	1	1	1	1	1	1	1	1
HDAC9	32.1053750673329	1	1	13.0175562159198	1	1	1	1	101.082957924892	1	1	31.1815965242455	1	1	1	1	1	1	1	1	1	120.999587961481	35.5839069127095
HDC	1	1	1	1	1	1	1	1	1	3557.42257633275	1	1	1	1	1	1	1	1	1	1	1	1	1
HDGFL3	1	32.5339549258422	36.4637691207572	1	1	1	30.9830654207719	1	1	1	1	45.9427894128781	1	29.2692317208448	1	1	1	1	1	1	1	1	24.6925143720397
HDHD3	24.0176072627374	21.1454483390634	1	1	1	1	31.913560788981	1	25.1041816296137	1	1	8.47291034833546	1	1	1	1	1	1	1	1	1	1	27.4988970707205
HDHD5	14.7050929946034	32.26883862332	31.1582083247784	29.4581627422385	1	1	1	1	1	1	1	1	24.6796210997319	16.8969225823638	1	1	1	1	18.695116618333	1	1	36.0990214104592	1
HEATR3	11.4098519505302	1	15.3907702358859	49.0431868052841	1	1	34.7923881239574	1	1	1	1	1	33.1472071884685	1	15.6619086283115	1	1	1	46.8441477647507	1	1	53.9582710295612	63.2019489944018
HEATR5A	11.0964595743127	1	1	12.5727027702363	1	1	1	1	22.1113770153315	95.4784018385452	1	1	1	1	1	1	1	15.9159739591156	21.144919786534	9.57689565030184	15.9178854652526	14.6591348266425	18.9018976011457
HEBP1	1	1	11.2293872224053	47.8990488888844	34.1459841214183	1	1	1	1	1	1	39.0132935153122	18.3669656907784	1	1	1	1	1	27.5882736126644	25.9112041374404	1	24.8818278046195	54.645190708653
HECW2	1	1	1	1	1	35.987376776664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12.9146704866711	1	1
HECW2.AS1	1	1	1	1	1	1	1	1	1	141.865472949961	1	1	1	1	1	1	1	1	1	1	1	1	1
HEG1	1	21.7926344188254	47.2850765411548	12.0257822160757	1	1	1	1	1	1	1	1	18.3546922896595	100.905488519165	68.6653711269419	1	1	1	70.5263898500153	1	1	9.82066753940437	1
HELB	1	1	1	1	1	1	1	1	1	1	1	1	20.8254237833263	1	1	1	1	1	1	1	1	1	1
HELLS	29.6021089759291	1	105.329349006437	1	1	1	1	1	1	1	1	65.224498616564	1	1	1	1	1	1	1	50.9097687838039	15.6248393379332	1	1
HELQ	13.7016377227965	62.5312883622284	21.5898594898189	13.5635087331842	1	1	27.5189279256904	1	28.9643568546301	33.5824565169963	1	16.221289104846	1	1	31.8422197355036	1	1	1	1	1	14.0128216443123	16.6621589397994	1
HEMGN	1	1	1	1	180.06722642483	1	1	1	1	1	1	245.342683599076	1	1	1	1	1	1	1	1	1	1	1
HEMK1	14.6859217858261	26.5161620277755	13.3322694177968	1	1	1	1	1	56.5917457328368	1	1	25.6454518719831	42.1338743148505	1	25.2115583355081	1	1	1	1	1	1	1	21.8452862297975
HERC2P9	21.0968509510067	1	1	1	80.8494346855455	1	1	1	19.1709283802256	1	1	50.4212925509513	1	22.8371478714739	1	1	1	1	1	21.0775315164223	1	1	24.2966783654996
HERC5	1	1	1	1	1	54.9744069115447	38.2380915235537	1	1	1	78.8837129787426	11.8630736758011	1	1	31.7365511127607	1	1	1	30.3074965817812	1	26.2366357657507	1	56.1040088166414
HERC6	1	1	1	1	1	1	39.2759829755129	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HERPUD1	746.637096061235	32.55868181567	105.823178406004	161.331389186045	26.0985582747263	88.1650699062359	83.7252570268582	51.6923408533197	139.891131479135	232.251627407961	87.0897775859692	25.3478664170253	57.9545749896314	52.1866760253675	113.711766623054	51.0706552022917	127.836736739076	74.8790716282997	111.064862213275	42.8917042056794	50.2281480348727	161.652085239769	1271.97313894845
HES1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15.7780090152447	1	1	1	1
HES6	1	1	1	1	1	1	1	1	1	1	1	1	1	27.1751201584043	1	1	1	1	1	1	1	1	1
HEXD	1	19.7637967370074	1	1	1	1	1	1	1	1	1	28.9915839118867	1	1	1	1	1	1	1	1	1	1	18.9018976011457
HFE	1	1	1	30.8133298629217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16.0028056825094	1	1	12.2430929979488	1
HGD	1	1	1	1	60.5131498803034	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HGF	1	1	1	24.2425237228062	1	1	1	121.864903317332	1	140.32018721451	1	1	1	1	1	1	1	30.4997121910039	31.7406394998141	1	102.699764237429	1	1
HGH1	13.887283431706	1	27.2626517588584	1	1	1	1	1	28.8336914774015	1	1	15.3581368078561	23.7612108928679	42.8274850146121	43.3897521012139	1	1	1	1	1	1	8.6719404086827	1
HGS	13.3389662742607	30.5853851017765	25.3251293726085	26.0077167917821	1	34.1215475901847	16.4260195139638	24.8125626356521	37.1161567744575	1	48.6644569120876	1	18.5960507444376	1	19.6756890859165	33.8409591224122	127.106349384002	1	32.3489768218976	26.6804999323172	25.9495541849008	1	1
HHIP.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.004452471962
HHLA3	9.31435488232483	1	1	1	1	1	1	1	1	1	1	1	29.2955560629993	1	1	1	1	1	1	1	1	13.5093517915091	1
HIBCH	83.4712857566589	1	10.0937607906982	1	1	1	1	1	1	1	1	26.2681307709968	1	1	1	1	1	1	1	1	1	8.26287673383843	42.4679659962679
HIC2	1	19.6353107648999	1	1	1	1	1	1	1	1	1	38.6474472496356	1	36.9133284727826	1	1	1	1	36.8173887052466	1	1	13.0854687482362	30.7185651876727
HID1	25.0832035429799	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.7185651876727
HILPDA	1	1	19.1023899112674	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HINFP	13.4080144960242	19.2106591971916	35.5654937872226	1	1	1	1	1	1	1	1	40.7298030471785	1	1	1	1	1	1	1	1	13.2945474421646	14.7812035741653	24.2966783654996
HIP1	27.1428688431157	1	31.2162037167463	71.5829230232978	90.3032286085839	147.324296765897	1	444.296735513497	1	209.121491263178	136.988826684404	16.2153487188054	1	27.7712378419006	1	162.6169123018	417.24189983222	161.571712456528	31.5704381461765	47.3232545243436	322.232922725098	75.4546028085111	143.51274443789
HIP1R	1	1	1	1	1	1	1	1	48.9276801125661	1	1	21.4922014325599	1	1	1	1	1	1	1	1	1	1	1
HIRIP3	14.3538931066565	25.7898059178671	44.3496493343509	1	1	1	19.1239730501176	1	1	1	1	21.9658154691203	1	1	1	1	1	1	1	46.1171090934067	14.8816203772183	1	36.8037952022914
HIVEP2	22.4661800594321	99.7749379148124	24.020412535617	15.035413528826	1	1	91.4146415631299	1	23.9777671013893	1	39.3476561488067	32.7541424960487	70.5289081089726	1	44.0843814843405	1	1	1	1	1	12.7863634082256	1	45.2999913876329
HIVEP3	1	1	37.7616542449188	21.8384278222058	1	1	26.1957570062433	1	1	1	1	15.3547941941974	1	49.7991544265818	48.019497468239	1	1	1	16.2584163118397	1	1	30.0767797509285	1
HJURP	1	1	104.213976584035	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.3582590469268	97.5750632954841	1	1
HK2	25.8499098778355	24.8824395861054	1	86.5084620062384	29.2390131608526	156.420245495331	1	101.205725417255	1	93.3540048233128	109.19967186702	24.8159152705483	1	1	1	131.967329782805	366.596968876222	206.213887804159	20.4299574741981	24.2478807374191	95.7978218099794	41.1553824529581	1
HK3	1	1	1	73.9015474387694	23.6341190489419	127.475538702175	1	252.498203098705	1	253.680948390873	63.0893118685923	1	1	1	1	153.060989704719	195.293312147413	297.776609122667	152.060394097289	97.1003280384735	65.5325777394685	19.8790371163789	1
HLA.DMA	54.9735243819753	1	17.3334498068706	155.695332653247	1	1	1	1	444.059280518931	1	1	122.193633708412	1	1	21.7941047919685	1	1	1	100.275351390231	1	1	491.986462519265	587.242142731736
HLA.DMB	1	1	19.2223473635417	293.502338574008	1	1	1	1	671.85003298157	1	1	46.959645483414	1	1	20.6665710020794	1	1	1	132.690256926456	1	1	604.135820336566	594.641548290888
HLA.DOA	1	1	1	1	1	1	1	1	267.236718444865	1	1	58.2315942173492	19.3844134704699	1	1	1	1	1	1	1	1	133.582690202933	93.1240174619647
HLA.DOB	9.87350976132105	1	1	1	1	1	1	1	331.729340508468	1	1	1	1	1	1	1	66.524518837063	1	1	1	1	60.5164026887595	1
HLA.DPA1	197.525052395314	1	145.979754237506	516.350157670644	30.1660813726482	1	52.042908331725	1	1733.31991654744	1	1	526.493043255617	1	89.6603590507436	206.312026081192	1	1	1	1083.60459965331	1	1	3426.34010597891	1752.30789816216
HLA.DPB1	47.1220221836088	32.7711389071699	101.256065663094	285.583765406905	1	1	45.9839732498783	1	1037.19845274961	1	1	394.753779466763	47.4362944909717	126.095768708764	257.040383463135	1	1	1	433.781596961963	1	1	2278.31553608143	971.017418941857
HLA.DQA1	52.0264119279087	1	25.5624876052413	97.6961141210067	1	1	1	1	628.98635025243	1	1	67.0579631978196	1	1	36.9473056808189	1	1	1	130.530393581819	1	1	1026.90131872919	393.10449992247
HLA.DQA2	33.7845708547424	1	1	19.1611480360001	1	1	1	1	106.98418758996	1	1	20.2157342552872	1	1	25.7982599679612	1	1	1	40.6004133225429	1	1	192.371175323374	109.060819578649
HLA.DQB1	77.7673638946871	1	40.7040435605999	170.600723828877	1	1	33.4841079777694	1	788.82196254344	1	1	92.1734815350312	1	30.0861885940276	46.7951778216947	1	1	1	153.328156827012	1	1	980.344144081219	367.25765077648
HLA.DQB2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22.8072293640896	1
HLA.DRA	117.949012652579	1	122.874669118622	1932.21378773662	1	1	1	1	4754.19212171445	1	1	1064.91312896534	1	31.5316266798461	61.3606880403085	1	444.380280710335	1	1638.76238109008	1	1	7227.79615388306	3474.65253863324
HLA.DRB1	54.7954164177092	1	98.9301987733893	433.399691712698	1	1	40.2884989045105	1	833.411500682871	1	1	263.070803509961	1	35.0337952199285	89.1895501476104	1	1	1	504.566507537324	1	1	1889.9748360667	755.125572869446
HLA.DRB5	25.9669031564038	1	18.3831354961141	90.4633727939349	1	1	1	1	178.46775687125	1	1	64.4443551308264	1	1	1	1	1	1	232.970480662185	1	1	278.777222241892	42.0741835471543
HLA.DRB6	10.9395665152335	1	1	21.5781909849627	1	1	1	1	34.3973048660306	1	1	11.6316570385435	1	1	1	1	1	1	19.937829147548	1	1	141.914457172599	1
HLA.H	24.1267221270318	1	18.6954383203164	14.9844507961314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12.7472523596105	29.4150801500791	1	1
HLCS	1	1	11.6706565944345	1	1	1	1	1	1	1	1	22.0364125773458	1	1	24.027791658923	1	1	1	1	1	1	13.8806488301479	1
HLF	1	1	1	1	1	1	1	1	1	1	1	47.2134431246165	1	1	1	1	1	1	1	1	1	1	1
HLTF	17.7328397529513	43.1828606176507	54.3757398583303	1	1	1	28.2617722467807	1	1	1	1	47.4346641730903	20.4716863180696	26.6402800764629	1	1	1	1	1	1	1	12.3383046113103	110.781664422317
HLX	1	1	1	39.8428552030437	1	1	1	60.2087355182782	1	71.9633299600774	1	1	1	1	1	36.7789777263802	1	123.940040136474	1	61.099435934995	53.2521225081435	11.4911587620897	1
HMG20A	14.2389370452229	23.8152355440598	13.2930833612896	16.4148611376902	1	1	1	1	21.280087879255	1	1	28.9910301259812	38.6628138202943	1	25.2063571385263	1	1	1	1	1	1	56.1712250011873	51.8604382773016
HMGA2	1	1	1	1	1	1	1	1	1	1	1	32.6783243435152	1	1	1	1	1	1	1	1	1	1	1
HMGB1P10	1	1	25.6405394639297	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HMGB3	49.8132022150101	1	99.6572062341877	14.7424490798539	1	1	1	1	1	1	1	19.6892433498544	1	1	1	1	1	1	13.4337389557098	99.4106174725318	258.258826516879	30.0685669393607	1
HMGCL	1	1	1	24.3329643949637	1	1	1	1	1	1	1	6.70042085499687	1	39.947822802251	1	1	1	14.2112678397764	25.3928008086638	1	19.4865898402342	32.5317284389974	1
HMGN2P5	1	1	18.1467528395739	14.0539162990047	1	1	1	1	1	1	1	8.79426308978791	1	1	1	1	1	1	1	29.9955834013571	1	1	1
HMMR	18.8483554594579	1	222.062198618535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	91.6971622165795	241.742983257177	1	1
HMOX1	1	1	1	183.506872298594	1	1	1	30.7491451445799	1	1	1	1	1	1	1	20.6337724575008	1	1	476.80476026281	1	93.7978027759436	82.4702694397671	1
HNMT	1	1	1	78.7638908206901	1	1	1	1	1	1	1	1	1	1	1	1	1	1	68.8165269748656	1	1	54.7705493145755	1
HNRNPA1L2	1	1	17.0356637565028	1	1	1	1	1	1	1	1	41.8769628192878	1	20.6816044286405	1	1	1	1	1	1	1	14.755820450418	54.645190708653
HNRNPCP2	16.5396483591347	1	41.2865008684195	23.8340817470787	1	1	1	1	30.9069793230641	1	1	19.32526118191	1	1	25.5175635431123	1	1	1	1	1	1	30.5970371534323	1
HNRNPLL	1	1	24.1143127913998	24.9752043596618	52.2438407296738	1	25.7995475450371	24.3477789588758	1	122.228959095505	1	20.1421370970237	1	1	46.5668822009954	42.1338072038447	1	32.990383784708	1	39.5441834033851	31.7471104903908	14.7839445514321	1
HOMER2	1	1	1	1	85.6362561518684	1	1	1	25.6453180170718	1	1	1	1	1	1	1	1	1	1	1	1	15.5488484936835	1
HOOK1	23.2627601127745	34.2790835643803	1	1	1	1	36.0911147411515	1	1	1	1	1	33.0911525491364	1	1	1	1	1	1	1	1	1	1
HOOK2	8.17006801268091	1	1	12.2066415834135	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOPX	1	1	209.410210991578	1	1	1	83.2689916658077	1	21.7544773494475	1	1	145.452203679582	1	609.151473955426	373.069543208171	1	1	1	1	1	29.0621202483121	1	1
HOTAIRM1	7.89501101172362	1	1	31.5455513122917	1	66.0471775874507	1	25.2292175510739	1	67.7517457463626	84.448940178839	1	1	1	30.0047699330155	41.7210023961811	133.972885547773	14.893208244988	66.514982095277	11.3870466587521	24.8938506438237	35.2181878702203	1
HOXA10	1	1	1	1	1	1	1	1	1	77.5105325427327	1	56.6722800656382	1	1	1	1	1	1	1	1	1	28.2553698982517	1
HOXA3	1	1	1	1	1	1	1	1	1	1	1	26.4941276390997	1	1	1	1	1	1	1	1	1	1	1
HOXA5	1	1	1	1	1	1	1	1	1	1	1	72.9560618360888	1	1	1	1	1	1	1	1	1	1	1
HOXA7	1	1	1	1	1	1	1	1	1	1	1	36.6558927062486	1	1	1	1	1	1	1	1	1	1	1
HOXA9	1	1	1	1	1	1	1	1	1	96.8931189243307	1	89.273193673332	1	1	1	1	1	1	1	1	1	26.3109784137606	1
HOXB2	1	47.9171339210674	45.3977857660992	19.2945284632961	1	1	85.1761943426039	1	1	116.441803574406	1	80.395467843401	1	62.3107154463401	41.5853209353666	1	1	1	1	1	1	21.6647884198538	92.9186828869285
HOXB3	1	1	1	1	1	1	1	1	1	1	1	52.3148789693044	1	29.4230428568533	1	1	1	1	1	1	1	1	1
HOXB4	1	1	1	1	1	1	1	1	1	1	1	52.582475638773	1	25.8561149225779	1	1	1	1	1	1	1	1	1
HOXC4	11.2146138359201	1	1	1	1	1	1	1	1	1	1	1	1	21.1806767119837	1	1	1	1	1	1	1	1	1
HP	1	1	1	114.883605598081	39.0169307255931	74.0652307821294	1	1012.83548864142	1	1	41.8847478744605	1	1	1	1	130.557990563071	1	2313.82649575065	1	300.210797762238	1220.61131747904	1	1
HPCAL4	1	1	1	1	1	1	31.8550589965708	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HPGD	13.9356155070122	1	84.8426206782381	1	71.9252195195941	47.5093088444493	52.5476162172043	1	1	407.172004929359	63.3357626977005	22.3421926585831	1	1	28.0400625096886	63.1743559632863	1	1	14.1108722994243	1	43.6039701096456	14.9752715628451	1
HPGDS	1	1	1	1	1	1	1	1	1	130.524701878966	1	1	1	1	1	1	1	1	1	1	1	1	1
HPR	1	1	1	1	1	1	1	14.871315289003	1	1	1	1	1	1	1	1	1	15.6320407568819	1	1	1	1	1
HPRT1	9.17886237733237	1	102.418318343559	24.2589858499556	1	1	24.3427784296071	36.4595678617413	25.6671212548335	1	1	30.2121921995561	1	45.5942050486212	1	1	1	1	21.7791745042247	24.3299212312059	40.0054024685117	30.381117682981	1
HPS4	14.7760923304469	1	15.9854580346736	16.4617275523038	1	1	23.9126754667	1	42.8275994508707	1	1	50.3463224834791	21.4031873651301	19.6804814575282	1	1	74.4995141749386	1	1	29.7846154858265	12.882502017219	12.279783627079	1
HPSE	1	1	22.4696931137747	71.9894003398998	478.188914096902	112.297979791173	25.3088406726383	1	1	1	156.860437089853	1	1	1	1	74.811160577101	1	1	31.1521688496861	1	147.445206886121	26.2176835424152	1
HRH2	1	18.3699705452429	12.2114889442854	140.275791364594	70.0761219396668	276.359924738913	30.9084125679869	174.465852293535	1	214.895456594272	391.746435591497	1	18.4300602122692	1	1	259.845055755297	196.268690378949	130.788322459127	143.697281089275	78.4729306305194	236.019464218613	78.8836006703669	21.7339829981339
HRH4	1	1	1	1	1	1	1	1	1	271.402268790419	1	1	1	1	1	1	1	1	1	1	1	1	1
HS1BP3	1	1	1	12.7249487315209	1	1	1	1	1	1	1	1	1	27.008458323648	1	27.1920651482536	1	1	19.9969866513122	1	12.1473901844172	9.64315225825833	1
HS2ST1	69.4996799126516	1	29.144362885458	15.9565250574196	1	1	27.832678209805	1	1	85.3980367786387	1	46.4114152039138	33.4150738748795	37.3331120359491	1	1	1	1	18.5871051796058	1	14.3923313628349	12.4688278332652	21.8452862297975
HS3ST1	1	1	1	1	1	1	1	1	35.1525882382606	1	1	1	1	1	1	1	1	1	1	1	1	1	71.8638132949703
HS3ST3B1	1	23.3083655079964	40.1654378527494	1	1	1	40.6565922141084	21.6266064686303	1	1	1	1	20.6703956874344	60.9945400868786	43.6227927400915	1	1	1	1	1	40.5230128849568	1	213.188055836934
HSD17B12	42.4613606177006	1	22.9048676933799	26.4633355644113	53.1631323313765	1	42.0989305792145	44.2625772748623	24.5440873435038	28.3371808565017	1	76.789951007095	16.8618016368148	28.1479238418023	25.0267411271846	1	1	115.281295843893	1	93.8637539567011	9.83545171956748	39.8209879235738	42.7474252731981
HSD17B7	10.9973499123036	1	16.913678072781	1	1	1	1	1	1	1	1	1	1	1	27.1449714511407	1	1	1	12.4127196343141	1	1	1	1
HSD17B7P2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.4679659962679
HSD3B7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.8266755844239	1	1
HSH2D	85.1354814483656	1	65.80430650472	26.7345766390995	51.823562263904	49.5882946013315	1	16.8372962922166	96.1600394571928	401.77411294477	94.3615097849345	96.2864841798614	1	128.053167100729	36.0904926737222	57.8688413712096	436.323970786173	13.7366841074536	43.6137758731121	54.1155457411671	25.8672419059235	1	1
HSP90AB3P	1	1	30.561289673507	1	1	1	1	1	1	1	1	25.677441590539	1	1	1	1	1	1	1	1	1	1	1
HSP90B1	8184.64521298572	480.021843900426	660.111177613367	322.369662680833	102.36800981552	56.2817030345698	479.769263215278	33.414889324245	427.785469114628	404.497139713098	86.3706357355836	351.545526027326	369.174876617027	640.227925279142	545.657428519858	22.0457494360093	115.454186048895	112.559043130892	307.040324210809	510.723734555401	360.863565774383	706.861127661481	1335.51675364853
HSP90B2P	118.615599642838	1	14.3953283417326	1	1	1	1	1	1	1	1	9.197264770061	1	1	1	1	1	1	1	1	1	13.1485627438038	30.7185651876727
HSPA13	157.605243046309	1	14.669759622291	1	1	1	1	1	28.6123785298492	89.4091937147686	1	9.30799022183273	1	24.4150278845926	58.2199853771229	1	1	1	9.66121902602159	15.8152581946514	23.505927161073	16.2652181979923	60.1202333182136
HSPA1A	18.77017078966	33.9100871293683	76.2229606811251	177.704465411173	213.593128427168	536.33055612861	57.5247067120352	961.680826337725	1	481.895516185313	494.999820717106	65.4290089165225	33.5567749694438	1	55.9375663501741	634.436376049448	220.563405061184	647.461852351766	220.548419794109	142.421551421652	468.899244773426	101.101165617921	1
HSPA1B	19.532667826917	1	12.7914194239609	31.1009380846501	19.4454247802932	1	1	127.221019036466	27.6294375198994	49.6325270218358	34.154831370633	66.8509885607854	1	1	1	35.4207758972176	1	33.9156925966838	1	39.868096621053	92.5445736585086	16.7387272353013	30.7185651876727
HSPA1L	1	24.2334037509082	1	13.8687960292297	1	1	24.2490027183402	1	1	1	1	1	1	1	1	1	1	27.8018248126312	14.0773269239536	11.5218752915988	1	1	1
HSPA5	2290.48374518162	140.264103992251	280.680901031567	181.271941063418	73.1905749503774	116.530888522783	181.76408133635	133.370598732341	104.812640542399	169.561807154221	131.362832933948	129.969377420937	114.948409616413	335.43007806365	281.051619603093	118.784643407493	141.590194345951	112.299456204224	130.506881930681	176.838585860037	228.378303018484	284.539566293595	266.13494327939
HSPA6	1	1	1	39.7252379088256	157.089330426771	264.404350080714	1	96.9168725860942	1	1	305.701765353689	1	1	1	1	287.845347075342	83.2937553774339	43.773317777178	32.5898805720029	16.6662887332796	126.370007405906	1	1
HSPA7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18.8445993761567	1	1	1	1
HSPB1	1	119.324809211958	62.1203426109535	23.7011843329975	232.875069377807	1	173.047220515007	1	60.7309445392681	56.2835590483614	1	191.496637293743	160.90728100422	38.7890773051149	68.3706864269477	1	1	1	43.626277603624	23.2093534482149	1	55.0308054921211	28.6999078347743
HTR1F	1	1	1	1	1	1	1	1	1	1	1	35.3333332385559	1	1	1	1	1	1	1	1	1	1	1
HTRA3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53.8083365248877	1	41.7493224575283	1	1	1
HUS1	25.0827938040665	35.0412336337409	16.1252336086741	45.7947519458692	1	1	35.5464618069063	1	1	1	1	25.7146961892845	1	43.5071097981088	21.3613358133469	1	1	1	17.5654514030973	18.9749825653449	30.232112380188	19.6774326131113	137.379961737164
HVCN1	1	1	1	173.438196099954	1	1	1	1	667.993271106133	307.314850828668	64.2358271387924	1	1	27.3440953837384	1	75.9134591312348	217.113164289165	60.6823267014337	79.2577432484247	26.2960867262452	42.0932914580327	76.1429636490716	132.530711254412
HYAL3	1	1	1	1	1	1	1	1	1	1	1	8.79898490145283	1	1	1	1	1	1	1	34.951432994673	1	1	1
HYI	8.68165160139851	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18.7457913754848	1	1	1
HYLS1	8.18871762230141	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21.0515143842243	1	1
