Mixture	TS1	TS2	TS3	BS1	BS2	BS3	NS1	NS2	MS1	MS2	MS3	MS4	DS1	DS2	DS3	MK	P-value	Correlation	RMSE	Absolute score (sig.score)
qns31079_044	0.0848224024671321	0	0.117561065419589	0	0.029943884660291	0.138570320160381	0.0369811285597875	0	0.820107993725413	0.133192629682616	0.319815854216574	0	0.0017274742225292	0.0206332569535939	0.0628543180457345	0.119156228557444	0	0.313818050666737	0.952766961477592	1.88536655667108
qns31079_045	0.158600331020042	0.00327281577479168	0.140637922427558	0.0252622654056155	0.0699350829417668	0.135542337832896	0.0814835405583821	0.0634622963453951	0.439383271358209	0.14991235068703	0.205852928178608	0	0.0545256151656516	0.0673879788467212	0.101630395705462	0.127867298684721	0	0.376996645909318	0.955329556222593	1.82475643093285
qns31079_046	0.177628521235535	0	0.166795537206926	0.0551821321405264	0.0850914452563456	0.162774723042181	0.0931214319105742	0.035741949524654	0.461711277039761	0.156291157037197	0.238664673741619	0	0.0186222808089212	0.0613266186870403	0.106787648278928	0.20211226850696	0	0.23613863926729	0.973912525584037	2.02185166441717
qns31079_047	0.0435818410263037	0	0.101660761999738	0	0.0494175900360117	0.108091358726267	0.0612437922315534	0.0154050093270811	0.649542840580243	0.302729705482095	0.23248242032034	0	0.0123499976765448	0.0212551799883514	0.0857579196019148	0.114473763356844	0	0.42373601915816	0.929735245185461	1.79799218035329
qns31079_048	0.178008489466412	0	0.138883524596186	0	0.0667240167318836	0.133221759092921	0.0699450158089949	0.0304795193326435	0.611310447293966	0.171766405190209	0.199844400123691	0	0.0174836565190689	0.0239060757740753	0.0871064743849402	0.0724132268800251	0	0.396486558269479	0.938604680610795	1.80109301119502
qns31079_053	0.103569951894211	0	0.150620345519963	0.02478503737362	0.0687861352875258	0.137217377300851	0.100783312162785	0.0323257775729472	0.516083105852918	0.215470615718646	0.234143615936314	0	0.0366256607427865	0.0590108066348708	0.096520106729934	0.145658869752691	0	0.410772153938855	0.942203121248497	1.92160071848006
qns31079_054	0.0981070840746046	0	0.132523546364202	0.00732533358277944	0.0718489208354857	0.130383228589212	0.105869290208077	0.0309722928925566	0.68204041725893	0.157178035940266	0.208686051764251	0	0.0391560393638488	0.043300810677423	0.0975910288836632	0.0666228198421197	0	0.39093249800272	0.941637774627214	1.87160490027742
qns31079_055	0.105265568421701	0	0.166846189101536	0	0.0696394386366776	0.13905962227457	0.0816365035330297	0.0468396278154953	0.533610713153887	0.14791879105872	0.275539840764035	0	0.0469801510556119	0.0585906015575524	0.100878794077103	0.0734937339081195	0	0.341943829351578	0.953809433181277	1.84629957535804
qns31079_056	0	0	0.112320043861305	0	0.0244935188166751	0.0976693246277117	0.064591656245131	0.00368719060671633	0.855657241627623	0.0107488893434166	0.234646867068199	0	0.0315627262331481	0.0137047001201951	0.0805857573772196	0.114128134873948	0	0.401013338033178	0.928057714730814	1.64379605080129
qns31079_057	0.0379601905091323	0	0.121027042898647	0	0.0410754840795525	0.101928207231952	0.0646443799795074	0.0245018055378378	0.716844460568601	0	0.332191200591334	0	0.0310311589436732	0.0149817931032196	0.0983442337863464	0.0555830990178108	0	0.385008944766614	0.933944903087781	1.64011305624761
qns31079_058	0	0	0.169318379897353	0	0.0558134903952004	0.117279437760345	0.0898557395680578	0	0.825735274721577	0.02790241152537	0.278287866471616	0	0.0329565836580425	0.0327535150820736	0.0973360134494391	0.0647120341361545	0	0.381158884714775	0.934064914414993	1.79195074666523
qns31079_059	0.0222237555731463	0	0.119070188014793	0	0.0502955308664865	0.101240774259609	0.0712720055606162	0.0420731163695278	0.695579550625198	0.149672484473934	0.279797702431339	0	0.0138684381637283	0.0285926813154435	0.0910674100522427	0.121895992666355	0	0.390343378288088	0.937260939936901	1.78664963037242
qns31079_061	0.180670237153432	0.0155077219642892	0.150677311653926	0.0427780761234576	0.0829460046436443	0.142540344581217	0.0846742731565686	0.0554041177735984	0.438400834880719	0.170592143286837	0.158910472821513	0	0.0701690839943429	0.0777144623002664	0.115963988990935	0.144488745382665	0	0.269735781045414	0.973417247737293	1.93143781870741
qns31079_062	0.0924787886850284	0	0.161184777000478	0	0.0687507413415809	0.113390476879115	0.0997235331289484	0.0346301232864317	0.577386893683786	0.0377933981450011	0.275661763395441	0	0.0543709665219912	0.0621787005584356	0.101189686536791	0.0603737438821697	0	0.318238454747694	0.957995795903344	1.7391135930452
qns31079_068	0.0826984865696837	0	0.137009000053696	0	0.0673024664401161	0.132910814580957	0.0951551246846552	0.0493914629662537	0.57084071774702	0.0523469663610963	0.231584108244365	0	0.0489630767730315	0.0560861356176008	0.0965107013381019	0.131107188516256	0	0.371676756065741	0.948425180135578	1.75190624989283
qns31079_069	0.157444017230465	0	0.159360699224655	0.0120291224890704	0.0650846867448922	0.145846660802111	0.103705520707185	0.0497153085037293	0.476454649824248	0.15727330909291	0.214239670197522	0	0.0378821556228503	0.0609422004427419	0.0962913519068987	0.210020202032321	0	0.345358589606076	0.955873518964581	1.9462895548216
qns31079_070	0.0493508031377091	0	0.191734576816609	0	0.03186917115635	0.141943357631978	0.0915827736196214	0	0.586175125258917	0.307564881006736	0.271848566858457	0	0	0.0232462933724357	0.0446895085657388	0.174169792671635	0	0.361354826181685	0.939373869572631	1.91417485009619
qns31079_071	0.043908821763344	0	0.123637778272616	0	0.0514606342711671	0.106720381445382	0.0617187264164119	0.0261441601110796	0.739485559081411	0	0.287317743069491	0	0.0400711484078299	0.02778091842321	0.0851989638517271	0.13117127817991	0	0.387745835466348	0.93579115997382	1.72461611329358
qns31079_072	0.0861641878615775	0	0.178449116736354	0	0.0803343282623647	0.177303244925534	0.0911919232501502	0.0418411506413778	0.623331283890591	0.191138454995216	0.217129473665084	0	0.0437066529140359	0.0476721648555261	0.111520297018415	0.113654065358145	0	0.402742688785394	0.939183819637663	2.00343634437437
qns31079_075	0.144725415458533	0	0.170411828770709	0	0.0793064743496951	0.141962626810875	0.0686835359083549	0.013122825280451	0.511583876914507	0.181880454674159	0.262111933506311	0	0.0178964492890594	0.0404958379092558	0.106506054931107	0.122223279945355	0	0.40002929074221	0.938830691733028	1.86091059374837
qns31079_076	0.118272492101655	0	0.164321791856881	0.00191099453320697	0.0573980474758811	0.151404887652404	0.0975886909295102	0.0361747682135378	0.654772724179227	0.0462718300099692	0.219911696365452	0	0.0519872430469572	0.0467843895182206	0.109108722974967	0.125115570882691	0	0.331184768895932	0.954081194158196	1.88102384974056
qns31079_077	0.0823846330238079	0	0.148249193181993	0.102012002851264	0.104261905526625	0.155348563732655	0.100005091687938	0.0530778565932101	0.589802079627158	0.177209632827728	0.242269231543502	0	0.052108530716069	0.0702842107857176	0.113547108046855	0.121925495030018	0	0.30404064319234	0.963990352648737	2.11248553517454
qns31079_079	0.260417610216526	0	0.145182922706078	0	0.00350340843952123	0.112791856569795	0.0320549942323812	0	0.592143962231937	0.0719990724978058	0.237268813680022	0	0	0.0172031639592406	0.0567430042727798	0.29702943399295	0	0.362531442078604	0.944256292225453	1.82633824279904
qns31079_080	0.18875495860129	0	0.152457726075639	0	0.0491301395502691	0.126586032635033	0.00780355556983859	0	0.65673222247605	0.121482538999229	0.210123972113212	0	0.0290974802702777	0.0444800227373782	0.0871024869666021	0.113772495400631	0	0.318162948628589	0.953703757554052	1.78752363139545
qns31079_081	0.194947787526303	0	0.172765257958544	0.0131431718347328	0.0718992962237633	0.176785405759791	0.0396879428474018	0.0161578467485189	0.750315941856665	0.0325998588512396	0.175869349516392	0	0.0516637114705741	0.0503723208288276	0.107582223238617	0.141488415918593	0	0.271202078219906	0.964790161209901	1.99527853057996
qns31079_083	0.0701077663674337	0	0.173124855499053	0	0.0808869545619531	0.151509417277559	0.0738787483956753	0.0346632042877236	0.700066509197777	0.119874288788419	0.207005108653149	0	0.0423537858051818	0.0461231593004407	0.103708005414284	0.0939226007685592	0	0.284492296019734	0.961910936967888	1.89722440431721
