Mixture,TS1,TS2,TS3,BS1,BS2,BS3,NS1,NS2,MS1,MS2,MS3,MS4,DS1,DS2,DS3,MK
qns31079_289,2.7224505051604204,0,7.286195424754424,0.7252816565549028,3.0788960724883316,7.168432871212922,3.9075133124905,1.903886484501049,42.0039644255241,1.8069721124447258,11.81470627124676,0,2.5236373241557657,2.4148417988647175,5.002547819740729,7.6406739208606504
qns31079_291,0,0,6.601452509083893,0,7.880148641522602,6.479802089600531,0,0,48.01337668612425,0,11.342185323682298,0,0,4.472588971027456,4.085728091385935,11.124717687573028
qns31079_292,3.5387313233385878,0,7.77482550949015,0,2.978796543151563,7.50483404131097,5.947358511657736,0.31604863060998384,44.07589940287169,2.872708099319835,13.108937909850752,0,1.6726168825200713,2.7529572552918697,4.986702075620718,2.4695838149660743
qns31079_293,0,0,10.833539953309778,9.00384034553526,15.445318954134327,12.468769627707013,1.9437137740711288,2.3612818637418824,12.689808968085883,11.854050774198969,9.752305606273257,0,1.3903634090724286,4.133576200366294,6.316302824797394,1.8071276987063896
qns31079_294,11.136701563420964,0,8.79195940149962,0,3.4863930828744163,7.948611747003886,2.853395256171153,1.527718629694492,25.00468135462582,7.756086764725399,15.78840065938014,0,1.2135044510011583,2.8602288863038243,4.545489442960285,7.086828760338854
qns31079_295,0.7890386350068344,0,7.734319548459889,0,3.1572022338760655,7.35730783069857,6.33633191547233,0.4384402061684645,38.11109019089201,4.755560513509848,12.715395169315968,0,1.042080576043016,1.6105048831289406,5.355371347700251,10.597356949727802
qns31079_296,9.850971531015844,1.0185525728121947,7.898835836235474,2.8657843171702257,4.8372872278529915,7.261922145089312,4.767909171195012,3.5659156142117476,17.00311604288915,8.662832863845434,12.254257801990228,0,3.2925254324101862,4.497750591927555,5.957545965978103,6.264792885376526
qns31079_297,7.7612364007431,1.0871701936913252,8.349051692896643,1.7242435182145854,4.787922569802393,6.883362012536062,4.577751693031633,3.6136565117533404,17.874732797943118,10.49601525910553,14.612111068391703,0,2.690882040221454,4.540246417872156,6.09876795774391,4.902849866053047
qns31079_298,9.476068206217846,0,8.145445290743906,1.5380446739963503,4.384583020709921,7.771203534219641,4.753968873349686,2.688340231549337,22.94065782563164,10.859147265156137,9.967701403891741,0,2.855791386934093,3.445625327713659,5.5905875992059135,5.58283536068013
qns31079_299,12.939689873905538,0,6.814326163639027,0,2.984735092707344,6.794017186958066,2.6982187790261714,0.6022928909910675,33.250995012232636,4.7910965829195975,11.390812497266236,0,2.05822131967147,2.887920501596694,6.016670276627528,6.771003822458622
