Mixture	Plasmablasts	Naive_CD4_T_cells	Cycling_TNK	Classical_monocytes	Platelets	Degranulating_neutrophils	Memory_CD4_T_cells	IL1R2+_immature_neutrophils	B_cells	Mast_cells/eosiniophils	Mature_neutrophils	HSPCs	Naive_CD8_T_cells	NK cells	CD8_T_cells	S100A8-9_hi_neutrophils	Eosinophils	PADI4+_immature_neutrophils	Non-classical_monocytes	MPO+_immature_neutrophils_or_progenitors	Cycling_neutrophil_progenitors	cDCs	pDCs	P-value	Correlation	RMSE	Absolute score (sig.score)
qns31079_044	4.7435126082043	2.2042408058422	0.711043094649544	0	0.86561476721377	1.405405717391	0.616743489336985	9.27200887197724	0.346905128905919	0.310426676841645	2.2940349508888	0.920657562404106	0.367037006390539	0.301782259414556	0.916989024711413	1.54781693110165	0.590663584037293	3.94885300285287	2.66825201304101	2.52648961186316	7.20178434760396	0.687517908295013	0.510242636860315	0	0.99539007211403	0.237368650865035	44.9580219998273
qns31079_045	0.192645620542804	1.85441964679719	0.389561969880478	3.25377498854291	0.592630649926835	5.02811250862273	0.816278098694069	0.131134340322085	0.422619629513465	0.457433808038699	1.60816960364683	0.706818714917122	0.767984160322317	0.633342430385256	2.17834377713354	0	0.886117194853569	3.41709184685339	1.44124983174617	1.28761701974717	3.35568692740017	1.05585762698211	0.39115089242903	0	0.982374500349974	0.324794282206478	30.868041287298
qns31079_046	3.15911733201896	1.32305538851913	0.754386152890597	0.202393474163373	1.42888857418314	2.65176138221525	0.848228063681845	0	1.58481912790318	0.468727187792829	1.51764507341082	0.370659906337993	0.502926200438056	2.13935513987866	1.79795977976791	0	0.881160153270885	1.7272373510825	1.02488205473247	0.535696974778485	1.85949596121545	0.88684942586001	0.342376488014346	0	0.962110441662899	0.57592068808026	26.0076211921559
qns31079_047	0.41952419006934	2.36009171506055	0.786028904838978	5.04587729103628	0.923540366008612	5.1202302060172	0.67963724490835	0	0.443414240766278	1.25655141340514	2.04786554412709	0.912556796515824	0.086781737752873	0.666294590490393	0.533215490373046	0	1.57337806842581	3.67216778482497	1.07321188061854	0.386628625428837	3.6706704454349	0.537458839347314	0.681439013655164	0	0.979014965536706	0.360557608363552	32.8765643891055
qns31079_048	0.653103335494042	1.75724117335883	0.722766840765989	3.18585379252588	0.246441234742963	0.522910763189765	0.572019557229175	4.22986077397414	0.766878555532041	0.786683974256051	0	1.01132352695593	0.961840096538338	1.78491856480015	2.28060842835029	3.80147499883261	1.28017880279468	0.810178278268623	0.765243603884342	0	6.06764687715148	0	0.453450240914764	0	0.984820103759408	0.196725748578428	32.6606234195601
qns31079_053	0.4265029853625	1.79758590872836	1.19459011842438	0.648064032205101	1.03217724254119	2.96923148277311	1.52917473149644	1.21413184256354	0.644235466094627	0.287848160014994	5.3990365305375	0.584697311910938	1.33619184854361	0.390958553538488	1.29493154936447	0	0.859408799486763	2.13468790114331	2.00799623239588	0.614067321339348	1.02485668020841	2.55859379111563	0.241325346739395	0	0.960335719824343	0.504298890417096	30.190293836528
qns31079_054	0.388248805952373	2.25602284540475	0.637556376173175	0.170612382111854	0.171049086994395	12.1100230512559	0.519334867506227	4.06241631067253	0.834620346482729	1.21787800905377	1.26181731392007	1.21528938778126	0	1.52284098062964	1.37601682301492	0	0.26614823994969	2.35327931879974	2.17532681796811	0.832866490711265	7.85019444643508	1.10925509106105	0.834928792996181	0	0.986352099485284	0.166155409865239	43.1657257848747
qns31079_055	0.18369525843435	1.17400578850565	1.11839964460886	0	0.840748343823966	6.88733066904132	1.58947731608876	0.469033656318853	0.00579411088078071	0.740140202740481	4.44186888473881	0.431895998069008	0	0.463736498296015	1.57645592010785	0	0.994867379993305	0.954539319617935	2.64976951089748	0.531023537242409	2.28878900229668	1.42036470197831	0.337914700791409	0	0.941953961532175	0.49534993400277	29.0998504444722
qns31079_056	0.235001249891875	2.18122344030383	0.397861980289682	0	3.22861465205344	1.21236081664596	0.394814012936328	8.69172953013996	0.183275879247982	0.971199666289115	0.911359839303975	1.70375108856071	0	0.397747155679261	1.073685307839	0.238685633806131	1.52533005607665	0.83156101692322	2.00090015547617	0.558390084460857	14.979723687326	0.419774519847323	0.75897861416246	0	0.995503168470301	0.269715648302564	42.8959683872599
qns31079_057	0.00549904871089643	1.49585804228859	1.34466517934529	0	0.304743602628825	7.11084949082415	0	6.68961865869699	0	0.472479706762251	2.17502871886629	2.06592201485596	0.0878598129358847	0.468355376801768	1.31511118329745	0	0.603843527441218	1.33926955957711	2.29172322119023	0.0329903135288887	6.25743556860578	0.300776321063803	0.52403655472558	0	0.990640449736677	0.198169530588116	34.886065902147
qns31079_058	0.274469074307949	2.3364606031542	0	0	0.421493656852813	3.99829837013797	0.0841857325897256	20.5657689319286	0.451293239193172	1.61297871076068	1.03607094669086	1.41901664124904	0	0.598523903475295	1.38895863710627	0	0	1.45210333467569	2.19957077007887	0.0304823810035748	14.2434965079304	1.76760369524906	0.586949365590142	0	0.99072320630333	0.632588602995297	54.4677245019743
qns31079_059	0.17427738441645	1.75732620589927	0.038498821307166	1.40097713982532	2.32201903614213	8.99753180192024	0.341640886631305	0.397580620762233	0.529406274597611	1.27567629903521	4.81815541039328	0.323061177646796	0	1.22021688794091	0.99107962052626	0	0.609062036106927	1.01220844674025	1.46155368283846	0.479324944191655	2.38721675009307	0.145527487972981	0.423777593482974	0	0.926097361772721	0.48232622344322	31.1061185084705
qns31079_061	0.621008424798939	2.42694534416217	1.09909778637042	0.248300776700067	1.07138993180403	3.12479165711967	3.40500058528061	1.29341497547904	1.35494654521806	0.398547925666681	0.617579115326149	1.14502097854138	1.71610215424681	0.148340889999636	0.61991106583738	0	0.726250845195351	1.78070524801496	1.4456321207197	1.744618666707	3.92093727770803	0	0.350713225024807	0	0.9659931192779	0.382186179854151	29.2592555399209
qns31079_062	0.204538506691852	1.17849418498877	0.577119222631038	0	2.03777472721169	9.17119926270255	0	2.27738761114718	0.327206800810404	0.698218191473329	2.26199718823192	0.371224598045818	0.543998614435911	0.331101772843428	2.00118087302993	0	0.22546173201615	1.20794706695068	2.1763859293911	4.04025525395801	3.24771460163254	0.8545657249449	0.398207482083492	0	0.978653528292286	0.238228065564009	34.1319793452207
qns31079_068	0.344514101886265	1.19776324803021	0.362374551476104	0.935411833022297	0.949746242067482	2.42132642623071	1.06091967226614	2.8856883387077	0.8870527484434	0.713668372300308	2.00633273404396	0.879342262536006	0.171832244860075	1.72913036817477	1.81049160173337	4.58588382788755	1.3601727869522	0	0.928523894935225	0.215697425370827	9.26070150628798	0	0.587441583031734	0	0.98970470930949	0.161920794181296	35.2940157702443
qns31079_069	1.65524312323428	1.5538497428777	0.748842562316284	0	0.917817964981079	5.88049543716913	1.23491826866046	5.06118196393161	0.527580205224835	0.523256945833002	0.32519627060783	0.817081463197576	1.29475089349631	2.21373887332944	1.32456300328776	0	0.485190433844116	3.13607680955004	2.62404784836396	0.216286312899042	4.00969369969836	0.64142573403742	0.373735898344497	0	0.991827599488119	0.130511311573951	35.5649734548847
qns31079_070	0.744430725437948	2.07662696934587	0.821154950977762	1.17412925909851	2.65070738457724	3.28791992010959	0.314458371963511	2.60222068114577	1.06758619715178	1.04401729658295	1.66820813975581	1.26794935428487	0.667279168553767	0.746547038370547	2.58522740138127	0.194193587026575	0.964089916831203	3.7781002244865	1.82917275827895	1.00442744346907	2.88982153758881	0	0.70040859751339	0	0.989500742558509	0.244852370095389	34.0786769239317
qns31079_071	0.333335654075918	3.83557308293823	1.74135988613022	1.29354999290481	2.13623944993836	0	0	18.4276462546642	1.12352991325036	0.889936803909811	0.384778658888028	1.42192627783318	0	0.00292159562690636	1.39377350789817	7.89089154026037	0.122849186342165	1.78599210768491	0.902475215456713	0	7.08337292224627	0	0.589039411112811	0	0.994703071896417	0.499443601223924	51.3591914611614
qns31079_072	0.0874722948837374	2.45987993801571	0.864910874824673	8.80413270633761	0.599619508393542	1.90206428105209	0.994594909245998	0	0.00325101029451045	0.902302763168867	0.748817396857732	0.669204921713235	0.693074441077292	0.920524793898869	0.925035366943796	0	0.587076468639124	1.26163703456629	0.364533715170337	1.18639030768495	6.26742429203117	0.775371511628767	0.434474048231875	0	0.951866037341515	0.47187379387594	31.4517925846602
qns31079_075	0.319772296815192	2.25392772579321	0.739859429199881	2.8549950641911	0.499677413568453	5.55875223575477	1.21197214468038	0	1.12722089731382	0.780384045814141	2.15208326192183	0.77158558291844	0.798137056603685	0.72012940020037	0.360570751283175	0	0.953947134667367	2.00305017765349	1.25203221014206	0.0460895663963012	2.39619062338362	0.0895964445120865	0.33197849555371	0	0.940037798878588	0.495202652809467	27.2219519583671
qns31079_076	0.941626657245977	1.49680859963317	1.65741108059273	2.73536000235704	0.409776057516158	3.37737178094294	0.762020414174381	2.45144109412511	0.0974851427157407	0.82815135334399	1.02329930976446	1.13228607929142	0.974200584162391	1.20577880692266	3.6243211174782	0	0.694658846840013	3.01298126275068	1.98487789187503	0.196640006682999	2.61096382661014	0.985237081283407	0.643181141710724	0	0.974530450598844	0.356428823302697	32.8458781380194
qns31079_077	4.78424515487223	1.09809953908731	0.17873040011556	3.53166992497796	0.683815302008877	0	2.09771096342862	3.1862555358706	2.44867156139865	0.285001317310153	3.80853833962411	0.0721782724087894	0.028993687286951	0.944814121282218	1.34810959182031	7.05614953776306	0.421149662551444	0.852422644644979	0.954859963581177	0.0918838384584712	6.36403264636398	0	0.558800125945002	0	0.984949507400442	0.259581623470956	40.7961321308005
qns31079_079	0.0740670181894632	1.89621370373974	1.34753395887726	1.1227702618325	1.22041261392135	3.76063135348309	2.00382293552559	1.03404692560474	0.862576914477754	0.434911712197983	1.06337997267029	0.858353306968754	0	0.705454550173354	3.03243799722791	1.03762403969565	0.920477193442254	1.38060901682733	1.70652391762142	0.184813021735166	1.8612703765451	0.0668589300015411	0.548380281192978	0	0.973626692520982	0.472052870846074	27.1231700019512
qns31079_080	0.537716326153696	1.46734539099733	0.18350095061559	4.06427154667102	1.56671083450143	2.2594220385909	0.523248238851695	0	0.964392116852127	0.813058349699105	5.35197429134255	0.515848582858532	0.484021204174547	0.597455763827337	1.93829364604798	0.295272261585286	1.58291041591565	1.03408404333934	0.348678466077863	0	3.85655921247933	0	0.13236975891437	0	0.895724489641414	0.589902371481806	28.5171334394957
qns31079_081	2.81966519490329	2.68826412670599	1.41698176172652	3.64420262213106	1.0422835719096	2.70061261394086	1.63126286202103	0	0.640975965007479	0.981104505909196	1.38743423205706	0.9645068896978	0.802723489007047	0.339959068581755	0.354421884275653	0	0.233477918400309	2.10343579074171	0.930234033454336	0.169872702501133	4.05630398627933	0	0.254807398628638	0	0.940565600235545	0.512608517693751	29.1625306178798
qns31079_083	1.88315205784392	2.10585567593416	1.23558618741058	0.675129272176092	1.29462757379677	5.14115182222783	1.33721002266946	0	0.722445745534313	0.602008256111652	1.27360860570038	0.694464816140622	1.62269649433327	0.392708048514862	0.915363230150266	0	0.70387595238396	3.19539508105671	1.53068161655641	1.27745616674378	4.42148207396181	0.256590326577202	0.223168800196171	0	0.967239424383323	0.354362577775088	31.5046578260202
qns31079_084	1.88769640384382	1.4564527073063	0.845488036197114	0.121695542119057	0.39304471488865	2.92481411356694	1.97240066648091	3.15668039671924	0.944599953087972	0.673020232950301	7.07666693089816	0.414747628487979	0	1.22687608788643	1.96829070684878	2.74388275358672	0.500259840629645	3.35729979661853	5.15066577952335	0.44197326827079	2.59973474864838	0	0.895177481214977	0	0.97485569698184	0.313076537148588	40.7514677897741
qns31079_085	0.468088418025656	1.39057316474241	0.182055101326237	2.03550285111625	1.23061260034694	0	1.16801679138762	3.91724771693775	1.01818564545788	0	3.53111569668542	0.903146492368059	0	0.528041653444205	0.45739859692047	14.3618750610938	0.937579760267117	1.0000358234703	1.40206566163945	0.214112777777128	7.96541496717134	0	0.54927173470575	0	0.991145533612179	0.152658357265112	43.2603405148838
qns31079_086	1.13592258806235	2.5064022103855	1.83624061094978	0	2.86286542555455	2.31974116697712	0.193732197067455	2.71274203462244	0.276967497989274	1.86340185798295	0	1.24887067901953	0	0.198356655851155	0	3.91440172956171	1.09181008211494	1.73334692359972	1.73081793388348	0.777901667172978	9.50901068895437	0.293407561921267	0.43454960173895	0	0.98950345770023	0.14611590311477	36.6404891134095
qns31079_087	0.914903271226431	0.967770788435906	0.483496430779736	2.10340449490898	3.01035853398027	3.3590053762973	1.12018226879168	0	0.0792561053782285	0.409221900215922	2.37161806714536	0.783853132170897	0.446495361904138	1.76676786865406	2.7432924750572	0.559384207771977	0.566254459068275	0.939961727495454	0.651492742314541	0.214057229950379	4.41437983616026	0.249298623231779	0.500789761898358	0	0.968259156554325	0.497012081750982	28.6552446628371
qns31079_088	0.492539817869424	2.20599082592883	0.627410681708663	3.16404228354284	0.845133110588505	1.71531873331665	0.764941958790222	0	0.504202050579906	0.863047249745412	1.47350043667381	0.505309824334438	0.467470931818421	1.37519822992142	1.09584467411866	0.418866912423131	1.00878620721282	0.273087217116427	0.671966836218443	0	1.96211514867818	0.0278034141692453	0.370635012765336	0	0.819923506759851	0.736977595608433	20.8332115575208
qns31079_089	0.0032931509826972	1.66658695070293	1.11668892531517	1.32916169574671	0.27758134724437	0.600951085701255	0.459935730810086	8.39490449650867	0.897118747234595	1.06563932688219	0	2.44197264523018	0	0.845024362328653	1.19368589142497	6.518289319286	0.587121370048052	0	0.913972954401549	0	17.0776661243751	0	0.987988161667896	0	0.995420138171132	0.312733291940515	46.3775822858911
qns31079_090	0.817840519703205	0.659795092462515	0.99759833039571	0.752464576658202	3.73280334164421	1.72798289598578	1.76595607281379	0	1.06920839581483	0.832048312997441	0.872789285468295	1.32217077798105	0.233424524793808	0	2.00637514508032	1.65040131675837	0.870210167666945	2.06679780904194	1.286705018022	0.532680327992814	3.48600766869816	0	0.308444016661609	0	0.969354969448628	0.444725306269818	26.991703596641
qns31079_092	1.37943384504637	1.11359687195322	1.13211919060541	2.17150494623982	0.734369494835423	0	1.16237432219749	0	1.44894198275133	0.0101788666779366	0.721223256692264	0.534963136779402	0.795995344289481	0.393144492418202	0.75150905815119	9.01047906378751	1.15090794589232	0.928846652376324	1.3323457223341	0.489026939555386	3.37858146892336	0	0.748596971904718	0	0.985172499457873	0.33332931865965	29.3881395734112
qns31079_093	1.92244817468806	2.0265121234849	0.051995859452134	0	0.104049043712255	3.99868318605485	3.21481655090417	6.51462576942404	0	0.640149501951351	4.37065455348188	0.584872401127668	0	0.630834927001819	3.91657586408702	0	0	2.83087284322214	2.89220946751326	2.68234050063859	9.24080075617779	1.55148406436051	0.669298106218794	0	0.987252168134026	0.163552607474397	47.8432236935012
qns31079_094	0.0529084619288742	1.22248303183123	1.67281821734244	2.35318183436	0.429752606403047	0	0	4.67810123381165	0.725000248989724	0.636814047779438	0.331073742466361	1.78627210242014	0	0.794589246076218	0.118993842237123	12.3768357619979	1.42181246085992	0.111375735923159	2.05897306086319	0	5.05706379066192	0	0.870003794382779	0	0.987017452243433	0.163468150732233	36.6980532203352
qns31079_188	0.42326778528545	2.32469931195047	0.838318844619509	1.37239645122695	1.11009849237676	1.72609110734351	1.3547994461147	0	1.24707708553173	0.780953036440696	1.3671200627854	0.687808670053659	1.90775633842377	0.105452397180822	0.412056841473117	1.14200271322736	1.08848813292796	1.05983112163177	1.05446273227792	0.404799446672819	1.15896409571863	0	0.350841457206202	0	0.770256139424653	0.729813583729033	21.9172855704692
qns31079_190	0.782557676599216	2.16013921221495	0	1.4765195154677	0.785120164776666	0	0.00663667755511876	5.42428610916091	0.261764915625834	0.174990818914983	0	0.780182511391432	0	0.89046929657889	0.527245512880126	10.1318858529592	0.536482694472163	0.382728708998048	2.32585336694914	0.0328195930659944	8.66095214387929	0	0.906657964523973	0	0.977800623574985	0.290761368044304	36.2472927360137
qns31079_191	10.9254226248009	1.46565142049085	1.18345843335151	1.16727140806458	0.500116545324629	0	2.7008653018542	0.0329942306402795	1.3240195000801	0.241851225809912	0.824276006434377	0.326488973143909	0	1.19633492798901	2.04047802855253	3.60686601506901	0.224744086816814	3.35198018183101	1.91464427352107	0.07688837388149	3.99393065916252	0	0.464610922793037	0	0.87109269984341	0.559508536817877	37.5628931396118
qns31079_192	0.990856214152429	1.50340232087091	0	0.236641529653626	1.21157045943963	6.91659220345131	0.137238800200436	0.675661623857276	0.431215591970564	1.63850038350583	2.08494273472673	0.57116410744732	0.00453448542618937	1.90272452218098	1.26820324439187	3.8616672709692	1.28167291369195	0	2.07192423827168	1.29342811228646	6.15853047367951	0	0.791435912853933	0	0.972233336854036	0.325812419398891	35.0319071430278
qns31079_194	0.548641652839734	1.72177261741016	1.16529381758109	1.39289715549708	1.02036384371151	8.57506544858665	0.572128644965507	0.371047026783879	0.103345782167776	1.01281599845393	4.08943073678863	1.00728050047953	0.0635360380453447	1.51172250112417	1.43288093792967	0.607157675842371	1.02763695357074	0.166350766402751	1.94547955200431	0.492046815286105	2.33638849929677	0	0.664641976510129	0	0.954794663033916	0.509015563767222	31.8279249412778
qns31079_195	0.315908600642636	1.7561991179536	0.173379671501313	2.07529616787145	0.33045065161093	0.99513620779821	1.02601598623161	3.53750416315374	0.499160716342942	0.738757015921585	3.21505143267363	0.72641361986892	0.615095684775865	1.24808177972031	1.89281473849345	5.76527411965778	1.32365336027547	0.613229672742192	1.16658276253536	0.044398660879498	8.61976910756471	0	0.642559634588661	0	0.989189360812972	0.156857981263315	37.3207328728039
qns31079_196	0.238172114183491	2.45046478127954	1.48835901290127	0	1.12432109316888	2.19113055832441	1.03089918579143	12.2657858782709	0.534955904014342	0.926304518272182	1.20954688175891	2.05418033448685	0	0.501442521985454	1.57820105916821	4.58960566709134	0.308811546568851	0.824046674431612	1.91368584131649	0.565943138775222	5.38537854876821	0	0.696510044161415	0	0.993478469968656	0.296877189657848	41.877745304719
qns31079_197	0.248789464482254	1.34471514037024	2.00301371105865	0	1.79636133748686	0	0.483627516985711	4.45705311784639	1.21141930405764	0.0206155214613547	4.13099987550283	1.49320733243877	0	0.152921810143774	1.53798878879797	9.62527068477217	0.107345871979232	3.59860250677155	1.24596074163328	0.494073355338312	4.01752735092709	2.30266456211442	0.711669010157548	0	0.986033567639913	0.171168661430665	40.983827004326
qns31079_198	0.385567781182603	1.34748124912706	0.694263899035026	2.78563521716961	1.06659678039665	0	1.58131277417517	2.87149024489711	0.964634649275455	0.855739931171728	0	1.15997730164284	0	0.437234345888895	3.81872977871831	5.58176735741744	0.304058421472426	0.639844418832093	0.438726907608379	0	12.1940889752631	0	0.394506024337696	0	0.988262741959873	0.153595131201228	37.5216560576116
qns31079_199	0.386392662698178	1.98211282729407	1.04522356554385	0	1.39372101804262	3.43687811484328	0.800005410429328	0.110590371753384	1.6237361791835	0.834380310541527	4.95919109366727	0.735447953759214	0	0.346184844145694	2.33625309440561	0.251111479621225	0.479813748288011	3.09973799113848	3.32969027368777	0.955806594478001	2.72650651905403	0.626815284160172	0.408997641576977	0	0.968213743258214	0.435276377910743	31.8685969783122
qns31079_201	0.43848673667704	1.67668502596084	0.631134557477866	0.92263748283498	0.801549149255503	5.80322307270049	0.804213508655717	3.00358815243034	0.82484356573056	0.803917016288065	1.86528241080311	0.699007525265437	0.484824115174494	0.199572930532701	1.52572926062491	0	0.753875203582791	2.06970639538835	3.04407507204729	1.09282313495418	5.26233326599165	0	0.627356483179786	0	0.989848710351606	0.171037235682455	33.3348640655561
qns31079_202	0.0392030780005412	2.56051515538547	0.754801887746836	0	1.23826980732035	3.46266117288259	0.374093044635143	12.9830375818313	0.260196260639469	0.717611662225366	1.00800566322402	1.55803247468041	0	0.880272037772698	2.06681901361243	0	0.874746595728689	1.37219782158078	3.44757448035554	0.566747847191189	9.81858108719833	0	1.05345408167819	0	0.992392201827262	0.352652443925695	45.0368207536894
qns31079_203	0.203700724134226	1.6986566598546	1.27358743015329	2.50328489022908	0.72648517149425	2.66752639729131	1.28170644901948	0	0.00773114644581729	1.25739311408114	2.15766291704945	0.609551867108832	0.612382912268526	0.723127946707394	1.68708995769297	0	0.542865357371791	1.6349410589258	1.55069368335247	3.15794506762658	2.13176770797228	1.60406016034506	0.421081439664898	0	0.898495686819558	0.565075395758514	28.4532420587892
qns31079_204	2.36740795090775	3.00905154274831	0.686547167092884	0	0.413513466146214	0	0.538590187921975	15.7983493741071	0.495997227988843	0.230897073456576	0.196219157746682	1.21259368216904	0	1.29913696154586	4.14871228170646	0	0.236199078740218	3.50814911187937	2.10155574174229	0	10.0505855279367	0	1.45381595271346	0	0.995579109362186	0.457354951879436	47.7473214865496
qns31079_205	1.07928493444277	2.50520459648773	1.47963890689332	0.0648765330444899	1.30324315853721	5.17196794200483	0.622449998355994	1.0059396290235	1.16781730030856	0.638394886348661	3.61402566519453	0.868661736587471	0.217330061430847	2.39920516855621	2.6385033926935	0	0.240210773979331	2.81038427905818	1.8342763691918	0.0485858712599035	4.43648931720122	0	0.438031697188643	0	0.966014022798483	0.38129484207785	34.5845222177887
qns31079_206	1.9133021707804	2.78030595947053	0	0.069003895363492	0.742409647920646	0	0.907260284425432	12.9272729863871	0.448185513216664	1.12757117106818	0	0.77280398029346	0	1.04590167750514	1.63049756323575	8.22454410550852	0.799999954815554	1.07606465422462	0.874152641424695	0.278481908302037	11.5247254281371	0	0.98380901802645	0	0.991481469025186	0.428319673031862	48.1262925601058
qns31079_207	2.73414164134294	0.620671548806648	1.04788574588138	1.14555063401406	0.132363266368453	0	0.91728397314696	0	6.70323627967807	0.198512573452364	0.908877012420633	0.0991532262306116	0.734988853961815	0.591599865812424	0.352499379415554	1.07349468472062	0.252930226927432	0.211417292435535	0	0.352952572330563	1.51551986378966	0	0.436032082393507	0	0.78741221433661	0.781390115999336	20.0291107231292
