"gene","EXT_gains8033179","EXT_21_03_2013_F01_2475.CEL","EXT_19_03_2013_A12_2360467.CEL","EXT_gains8033964","EXT_gains8032982","EXT_FP0055_1","EXT_22_01_2013_E09_1552.CEL","EXT_gains8033053","EXT_13_02_2013_A07_2071168.CEL","EXT_FP0091_1","EXT_gains8033445","EXT_gains8033204","EXT_FP0024_1","EXT_gains8033202","EXT_12_03_2013_F04_2888440.CEL","EXT_27_03_2013_D10_2849655.CEL","EXT_06_02_2013_C06_2084599.CEL","EXT_13_03_2013_F10_2805753.CEL","EXT_27_03_2013_F04_3379.CEL","EXT_gains8033469"
"ENSG00000004939",7.23077554698321,7.19002077493507,7.56178390051754,5.64881450445911,8.75724366525903,4.72908214918007,7.62730734138622,6.15230804119428,3.77603253858268,6.68040607535238,5.24210135881005,3.94856083660165,4.27360849915711,8.52091408579224,4.92566629394396,5.5285570997087,8.50009381133528,6.7474590222236,6.28673227497777,5.04737133042894
"ENSG00000021355",11.5465720830532,9.31359310541204,10.6184030216682,9.49072298806473,9.55120016671628,11.103864617622,9.88964031405786,11.8015405938438,11.0221490328007,10.717107661355,11.1668658263247,11.3844235691268,11.3277682338713,9.15212969304165,9.57739488227274,10.4942485462399,8.46195717445346,9.57762723056872,10.7909628900231,11.2834644367964
"ENSG00000066926",4.57169793756864,4.41236322162953,6.40927281677117,4.91845409407956,6.57996963206845,3.93163000504393,6.03418136597689,3.9610226285466,3.26915548889213,4.6900754744934,3.59637022890717,3.82534543807257,4.02053236494779,5.81020065500782,3.30567817952033,4.72067732755732,5.45761820076248,5.11128210725232,5.16346884881499,3.9450416509814
"ENSG00000078124",8.49094425179321,5.96520898950428,5.77047651332851,6.22017317231541,5.77125546388498,8.05015470126652,6.20485253978984,8.18941400618329,7.26675644904275,7.46477148028614,7.83730982102521,8.22362291147859,7.57944981013772,5.50704715579819,5.92618237995136,6.38905028240244,5.4603676311777,6.07151251141604,7.07405850465466,7.74301284545628
"ENSG00000091106",8.467024801398,6.73854637560045,5.76622531361577,6.66799708486938,6.66569153378369,7.90892450442931,6.53642370155371,7.78552578199663,8.68553891125758,7.86235690683922,8.60256319374184,8.19359800171708,8.00076628482041,6.39185715215597,6.09713846228497,7.18169402531212,5.69564258580956,6.70199953706158,8.26338188523931,8.17782301064001
"ENSG00000111801",4.40973244344162,6.94230535427298,4.29971189156652,5.65132686962291,5.60390660071532,2.48140923203896,5.15322325450558,3.41980747353792,4.57667041168346,4.58408683190923,5.44841256969429,4.47034489413771,4.75072020300566,6.09977526267043,5.36240751831535,4.58220496577487,6.21639001934535,6.29173976506323,3.82726569128905,4.08606988464229
"ENSG00000112335",9.98224129883562,8.21450108512205,8.5338291228787,8.63390000399309,8.6491088920828,9.25861911856106,8.14283331089226,9.412233223295,9.75432294038609,9.56454582523977,9.71179162465993,10.1249139997191,9.87335813741625,8.06575962393712,7.86885115852556,8.51728216452513,7.9816412055887,8.66782932279827,9.40655117492883,10.0100600421013
"ENSG00000116717",10.0439810025925,6.8417031419612,6.42072998925674,7.19284601330088,7.3563819621104,9.75485830033604,6.94084021562552,9.84755266141708,9.62980108027506,9.41020330318403,8.97052659761798,9.62521135365833,9.06943918085774,6.32222144434701,6.55386487679164,7.59306893874929,5.96924133945103,7.07416307553978,9.13966531236568,9.76265185108844
"ENSG00000133742",6.47945135328398,5.8000430167528,7.87495004703589,5.44528774009504,8.84436037102086,3.67014131480487,6.82018056255404,4.09250079307916,4.74952177526623,5.20956773238722,4.19742448667552,4.15291924751362,4.08819214456749,7.24890512399153,2.67007149332223,4.76764393717059,6.56207400519751,6.12282840317497,6.14904264564255,4.3398694083501
"ENSG00000142657",11.6100654428108,10.3708993348608,10.5106449246985,9.87320780066199,10.108097422358,11.4883991814111,9.64268283978637,11.2033119529906,11.4363019952042,11.0100289740354,11.4303582764977,11.4276413978292,11.2829658578415,9.51713671697699,10.0077523286265,10.4925383711235,10.0223486094073,9.93479587078474,11.099150237521,11.232825767793
